0 -3.26199807061089e+00 7.12293510024465e+00 -1.38483171019054e+00 7.20889193640815e+00 4.37134276464732e+00 -2.79261949447671e+00 3.55455508497026e+00 -4.28827598179230e+00 2.20632022333266e+00 -7.05576536390516e+00 -6.30342417995536e+00 1.80425671615986e+00 3.84780093481450e+00 -1.12304937325688e+01 -1.50746836882679e+01 -4.87856878750344e+00 -2.01485753887422e+01 -1.25485183957733e+01 
1 -3.40460629247499e+00 7.22574832578683e+00 -1.50929510389235e+00 7.19705851853496e+00 4.39808260517891e+00 -2.51464277975487e+00 3.62819403470165e+00 -4.29835554204806e+00 2.21051886406812e+00 -6.98878426182551e+00 -6.40680531901543e+00 1.64916311650967e+00 3.74533338047941e+00 -1.12168837654422e+01 -1.50567189937862e+01 -5.01053529326626e+00 -2.06512255444422e+01 -1.22580758392250e+01 
2 -3.58986936329643e+00 7.21988617332033e+00 -1.73121690949066e+00 7.01454087787204e+00 4.50829341344159e+00 -2.56327937304371e+00 3.59242084953520e+00 -4.33720380850512e+00 2.44218993247158e+00 -6.63017136962326e+00 -6.46932688586238e+00 1.67731166166890e+00 4.08208279048248e+00 -1.13656385186415e+01 -1.49527869927690e+01 -3.76400000087511e+00 -2.14629379633529e+01 -1.22728012277605e+01 
3 -3.31132195882751e+00 7.30791105311012e+00 -1.84890460727191e+00 7.21019994947646e+00 4.35232904070555e+00 -2.42227463958240e+00 3.39595362875197e+00 -4.44018982456188e+00 2.26548144462132e+00 -6.87398076940466e+00 -6.30835646109951e+00 1.80407841799636e+00 3.98915195009958e+00 -1.12641286144124e+01 -1.49028950974938e+01 -4.68691322287290e+00 -2.07483351779238e+01 -1.27797557822925e+01 
4 -3.33093903281472e+00 7.37473235844414e+00 -1.71570137272711e+00 7.26773473046043e+00 4.29239089912838e+00 -2.53018290996552e+00 3.44797822020271e+00 -4.39121986760033e+00 2.33480818072954e+00 -6.95678695524582e+00 -6.35330888518581e+00 1.72890029571674e+00 3.54986544148821e+00 -1.13671946168491e+01 -1.46173009899385e+01 -4.73470869193364e+00 -2.08542234716124e+01 -1.27327578251118e+01 
5 -3.33435807586187e+00 7.45788107621968e+00 -1.47477964057595e+00 7.36478315700185e+00 4.33601703455954e+00 -2.48115502718723e+00 3.36066048253667e+00 -4.48138386914224e+00 2.24741404390696e+00 -6.96611832448529e+00 -6.38438806509731e+00 1.55595816145040e+00 3.96742448792780e+00 -1.18464263006616e+01 -1.49683303517719e+01 -4.21440905228048e+00 -2.10239064435816e+01 -1.30529707128431e+01 
6 -3.35080431342177e+00 7.24239235679256e+00 -1.58210124365321e+00 7.29185233048718e+00 4.44456719370803e+00 -2.37066113033680e+00 3.47201926720263e+00 -4.48130911377945e+00 2.27568252505076e+00 -6.98356560986452e+00 -6.30139945623048e+00 1.51994356523058e+00 3.93380053469151e+00 -1.15622279258527e+01 -1.50737512474816e+01 -4.53355892348593e+00 -2.08744603751400e+01 -1.32124139802545e+01 
7 -3.40829776555339e+00 7.26159339020218e+00 -1.87310853039009e+00 7.22667722413034e+00 4.38134083112081e+00 -2.49427394072215e+00 3.47958917328806e+00 -4.38295479615529e+00 2.30792260666689e+00 -6.88097119090533e+00 -6.34663902388679e+00 1.85363711692669e+00 3.47703310364733e+00 -1.18078431718758e+01 -1.49732525530817e+01 -4.98274829110306e+00 -2.09504592209902e+01 -1.24422845543953e+01 
8 -3.42837258604047e+00 7.36195725236590e+00 -1.61333452979881e+00 7.21938795031923e+00 4.32455897531124e+00 -2.76713347319401e+00 3.55132748863914e+00 -4.41067896166233e+00 2.27570814526442e+00 -6.92088848171812e+00 -6.35491467064077e+00 1.91363094551395e+00 3.34346131887279e+00 -1.18021252825344e+01 -1.47718568156200e+01 -4.64517099915011e+00 -2.04133002312852e+01 -1.28058447749022e+01 
9 -3.40715918919995e+00 7.24503869773737e+00 -1.72659652689648e+00 7.34005516129311e+00 4.24711183694878e+00 -2.52160454335839e+00 3.35321044681048e+00 -4.32441468250872e+00 2.27145368056466e+00 -6.87458401496964e+00 -6.26028642931370e+00 1.78655353218619e+00 3.67219840274857e+00 -1.16814710180260e+01 -1.46264794195579e+01 -4.32321365383215e+00 -2.04044524123947e+01 -1.22011593982755e+01 
10 -3.29052040374850e+00 7.18836125575716e+00 -1.77776154421587e+00 7.37489571503919e+00 4.31846153160538e+00 -2.41702366939699e+00 3.34849211784324e+00 -4.53884998897109e+00 2.31505707252507e+00 -7.00200868214823e+00 -6.08746101619418e+00 1.69454583375141e+00 3.96446417620097e+00 -1.12762822035848e+01 -1.48806564444129e+01 -4.48523563089763e+00 -2.03328318865024e+01 -1.24908259982653e+01 
11 -3.34907585662554e+00 7.19040659482300e+00 -1.71502595498575e+00 7.05159007756397e+00 4.53236632412130e+00 -2.82147940958389e+00 3.41892926741128e+00 -4.41622654055104e+00 2.32283293222539e+00 -6.71538183905862e+00 -6.39626195595321e+00 2.00868858632817e+00 3.82515465581459e+00 -1.10190150603615e+01 -1.50334490090425e+01 -4.77668592875504e+00 -2.03223947059881e+01 -1.24326630209811e+01 
