0 -3.59287097216385e+00 8.39504238383310e+00 -2.08820782788343e+00 8.10734299669362e+00 3.49896311206047e+00 -2.28670517820301e+00 3.28894695609507e+00 -5.11680626628375e+00 2.23468246739922e+00 -7.36971368532791e+00 -5.84284082366160e+00 1.90977889921529e+00 7.51491551185704e+00 -1.45347929014528e+01 -1.43756123674370e+01 3.56226640200954e+00 -1.16196527679489e+01 -9.78142213643120e+00 
1 -3.44803259044977e+00 8.46426693954434e+00 -2.17119608309691e+00 7.85560110689413e+00 3.38226859545467e+00 -2.26637007703685e+00 3.17408522090526e+00 -5.17278912091496e+00 2.41393013765114e+00 -7.15790086643463e+00 -5.74399687384917e+00 1.80231253827862e+00 7.50732316295754e+00 -1.47519124193316e+01 -1.40924930394550e+01 3.37309074510357e+00 -1.14114751753495e+01 -9.99640238927135e+00 
2 -3.51162975694089e+00 8.35253770695897e+00 -1.89738665189353e+00 7.86616126050853e+00 3.71374772312665e+00 -2.21734204191150e+00 3.35332313210073e+00 -5.24349955476896e+00 2.13079611640988e+00 -7.27282601012926e+00 -5.89289151939880e+00 1.77534582398154e+00 7.55279437294557e+00 -1.41520516255712e+01 -1.42040239353962e+01 3.23971185825240e+00 -1.14340795830622e+01 -9.92258349139943e+00 
3 -3.54301944572673e+00 8.29325646970897e+00 -1.79410812748227e+00 7.81039302902992e+00 3.70714238809817e+00 -2.45337415681945e+00 3.32700371501422e+00 -5.25263811422117e+00 2.19449698138568e+00 -7.17105435682868e+00 -5.82815347275750e+00 1.84929308516007e+00 7.94494392197372e+00 -1.46568153687804e+01 -1.43912399984340e+01 3.43632186643412e+00 -1.16152637537902e+01 -9.90803963267743e+00 
4 -3.42657439835405e+00 8.43774014101460e+00 -1.80003570281313e+00 7.92328308953179e+00 3.52031751406313e+00 -2.01659817363277e+00 3.26839015218947e+00 -5.25353068896014e+00 2.34603251471664e+00 -7.32267517513699e+00 -5.77745276147669e+00 1.31522204267858e+00 7.61087329942959e+00 -1.44851580000038e+01 -1.42403292157583e+01 3.64949692754602e+00 -1.12358889585346e+01 -9.79401578836898e+00 
5 -3.45418827210176e+00 8.62092809840467e+00 -1.77028046085691e+00 7.79772149057099e+00 3.53603234392224e+00 -2.30926429630530e+00 3.13294586629578e+00 -5.37382032293262e+00 2.17084462323574e+00 -7.06249658507530e+00 -5.84112841151780e+00 1.71658470554384e+00 8.14184268738009e+00 -1.42490010534260e+01 -1.40004183139426e+01 3.27429773469834e+00 -1.14781915970993e+01 -1.01362025107585e+01 
6 -3.69273678503594e+00 8.39221161292423e+00 -1.98923302044929e+00 8.06885254638363e+00 3.73652506153993e+00 -2.41923783256550e+00 3.13414925035804e+00 -5.08878195165384e+00 2.32016775365731e+00 -7.11140554119842e+00 -6.08530469615050e+00 1.87219552580355e+00 8.44738771557829e+00 -1.46875226788474e+01 -1.39221329536353e+01 3.92353883309451e+00 -1.14405108701644e+01 -1.01229098994436e+01 
7 -3.66957882385689e+00 8.40281929192859e+00 -1.72802426836498e+00 8.04949483081548e+00 3.77229398924895e+00 -2.27264537563228e+00 3.23557262107580e+00 -5.24261530360790e+00 2.22928999830978e+00 -7.20336298990731e+00 -5.99071948737006e+00 1.59473083717655e+00 8.55243591044635e+00 -1.41826560644592e+01 -1.39698468025977e+01 3.65995781309783e+00 -1.15731294618699e+01 -9.98700942249344e+00 
8 -3.58156166549937e+00 8.30142807960510e+00 -1.88156311808838e+00 7.95734669502335e+00 3.55267548322678e+00 -2.34247602614489e+00 3.28250858759639e+00 -5.17036535342534e+00 2.19238701191816e+00 -7.23473908042266e+00 -5.76522090479180e+00 1.82298385494888e+00 8.27744870745594e+00 -1.43966456422902e+01 -1.39176495677624e+01 3.57455002458203e+00 -1.17334260027253e+01 -9.64095478645821e+00 
9 -3.49867745643652e+00 8.28632695883264e+00 -2.01130538592487e+00 7.97301241132948e+00 3.67044700779096e+00 -2.42947530823524e+00 3.23073078526391e+00 -5.10899307571276e+00 2.37018645547255e+00 -7.27382472709373e+00 -5.91595783077105e+00 1.85601598706711e+00 8.60952076309921e+00 -1.43470638549803e+01 -1.39463835026933e+01 3.52008178146584e+00 -1.16945972251874e+01 -9.63112049867443e+00 
