0 -1.16715631665082e+00 7.26241277172003e+00 -2.34486613479894e+00 8.75142155425717e+00 3.08411379395109e+00 -1.89319369397982e+00 2.29718178209632e+00 -4.87269344113090e+00 2.53174881892975e+00 -9.15086319791749e+00 -4.71087763004432e+00 1.49999228872434e+00 4.77293647852767e+00 -1.24855445647293e+01 -1.09476011321259e+01 
1 -1.25765234574865e+00 7.09743103480517e+00 -2.25477445235522e+00 8.75987093800246e+00 3.20275377312092e+00 -2.03172497258041e+00 2.47163970663090e+00 -4.72396449368409e+00 2.50233377471115e+00 -9.23667120211052e+00 -4.81239297333791e+00 1.57766393057827e+00 4.65408771139077e+00 -1.23589523491884e+01 -1.04209749708900e+01 
2 -1.07402046385385e+00 7.04252323394393e+00 -2.25543322686726e+00 8.89786985878993e+00 2.96456830703851e+00 -1.96492949837386e+00 2.25475327655523e+00 -4.54650385813280e+00 2.49096161729157e+00 -9.32808720142351e+00 -4.70282035042541e+00 1.52648603193688e+00 4.49827164056075e+00 -1.27006059090262e+01 -1.06911007683700e+01 
3 -1.07879635195592e+00 7.05083705942307e+00 -2.04774159555588e+00 8.73545840215201e+00 3.06389869502097e+00 -1.86842214485612e+00 2.43657762956137e+00 -4.63078926910054e+00 2.31214430371318e+00 -9.33525952104768e+00 -4.72695471421637e+00 1.41915359370636e+00 4.64077869713610e+00 -1.24809716937005e+01 -1.07221315395354e+01 
4 -1.05510582796146e+00 7.03147297822754e+00 -2.13255807821511e+00 8.75456650281194e+00 3.04093568599585e+00 -1.80862131229555e+00 2.45926783903681e+00 -4.68865319454309e+00 2.39816691824282e+00 -9.39330209866919e+00 -4.63776274000354e+00 1.35956898401883e+00 4.91885522805380e+00 -1.24387769845511e+01 -1.00980578100731e+01 
5 -1.29109847592742e+00 7.08184858178904e+00 -2.13834390720884e+00 8.69608364452015e+00 3.17994627042250e+00 -1.78448731554879e+00 2.50587974895130e+00 -4.59919539726142e+00 2.31100017742978e+00 -9.17955333857424e+00 -4.88890683731246e+00 1.41963290726697e+00 4.89850806465614e+00 -1.22491445512465e+01 -9.71581705041327e+00 
6 -1.12893194769054e+00 7.02732139372962e+00 -2.11085450748733e+00 8.80542546821363e+00 3.05747452625121e+00 -1.94454882472452e+00 2.20126167210666e+00 -4.68559172900036e+00 2.35686022073332e+00 -9.14816600144512e+00 -4.65226124874269e+00 1.50365662936008e+00 4.91260114065735e+00 -1.26455862854712e+01 -1.01758217630288e+01 
7 -1.12705952879311e+00 7.05781655527282e+00 -2.19004779737353e+00 8.78600306193034e+00 3.04551935494548e+00 -1.74316919538710e+00 2.45611504713694e+00 -4.67873638808125e+00 2.23316958712207e+00 -9.35831364878901e+00 -4.67326264188747e+00 1.49460219012366e+00 5.09057996923435e+00 -1.27007550834303e+01 -1.00096418618669e+01 
8 -1.18672071468636e+00 6.96881173439177e+00 -2.34056102666721e+00 8.83444877778641e+00 3.14822218764912e+00 -1.90480479859342e+00 2.42459594721746e+00 -4.68374213666627e+00 2.19864419546693e+00 -9.32433132370715e+00 -4.68808938156475e+00 1.80316899581389e+00 5.62940069628854e+00 -1.27864541079456e+01 -9.64295225703212e+00 
9 -1.21283318884393e+00 7.02573216060928e+00 -2.16914567064705e+00 8.69650767624980e+00 2.95155706256327e+00 -1.90734613779819e+00 2.42045404573884e+00 -4.60218325287405e+00 2.03554670648141e+00 -9.17068243187284e+00 -4.62697659959697e+00 1.80447714497344e+00 4.75275347488487e+00 -1.23930920621365e+01 -1.01619110909093e+01 
