      3202 MEMB     25       POPC     C2       CTL1     0.170000       12.0110           0
      3203 MEMB     25       POPC     HS       HAL1     0.900000E-01   1.00800           0
      3204 MEMB     25       POPC     O21      OSL     -0.490000       15.9994           0
      3205 MEMB     25       POPC     C21      CL       0.900000       12.0110           0
      3206 MEMB     25       POPC     O22      OBL     -0.630000       15.9994           0
      3207 MEMB     25       POPC     C22      CTL2    -0.220000       12.0110           0
      3208 MEMB     25       POPC     H2R      HAL2     0.900000E-01   1.00800           0
      3209 MEMB     25       POPC     H2S      HAL2     0.900000E-01   1.00800           0
      3210 MEMB     25       POPC     C3       CTL2     0.800000E-01   12.0110           0
      3211 MEMB     25       POPC     HX       HAL2     0.900000E-01   1.00800           0
      3212 MEMB     25       POPC     HY       HAL2     0.900000E-01   1.00800           0
      3213 MEMB     25       POPC     O31      OSL     -0.490000       15.9994           0
      3214 MEMB     25       POPC     C31      CL       0.900000       12.0110           0
      3215 MEMB     25       POPC     O32      OBL     -0.630000       15.9994           0
      3216 MEMB     25       POPC     C32      CTL2    -0.220000       12.0110           0
      3217 MEMB     25       POPC     H2X      HAL2     0.900000E-01   1.00800           0
      3218 MEMB     25       POPC     H2Y      HAL2     0.900000E-01   1.00800           0
      3219 MEMB     25       POPC     C23      CTL2    -0.180000       12.0110           0
      3220 MEMB     25       POPC     H3R      HAL2     0.900000E-01   1.00800           0
      3221 MEMB     25       POPC     H3S      HAL2     0.900000E-01   1.00800           0
      3222 MEMB     25       POPC     C24      CTL2    -0.180000       12.0110           0
      3223 MEMB     25       POPC     H4R      HAL2     0.900000E-01   1.00800           0
      3224 MEMB     25       POPC     H4S      HAL2     0.900000E-01   1.00800           0
      3225 MEMB     25       POPC     C25      CTL2    -0.180000       12.0110           0
      3226 MEMB     25       POPC     H5R      HAL2     0.900000E-01   1.00800           0
      3227 MEMB     25       POPC     H5S      HAL2     0.900000E-01   1.00800           0
      3228 MEMB     25       POPC     C26      CTL2    -0.180000       12.0110           0
      3229 MEMB     25       POPC     H6R      HAL2     0.900000E-01   1.00800           0
      3230 MEMB     25       POPC     H6S      HAL2     0.900000E-01   1.00800           0
      3231 MEMB     25       POPC     C27      CTL2    -0.180000       12.0110           0
      3232 MEMB     25       POPC     H7R      HAL2     0.900000E-01   1.00800           0
      3233 MEMB     25       POPC     H7S      HAL2     0.900000E-01   1.00800           0
      3234 MEMB     25       POPC     C28      CTL2    -0.180000       12.0110           0
      3235 MEMB     25       POPC     H8R      HAL2     0.900000E-01   1.00800           0
      3236 MEMB     25       POPC     H8S      HAL2     0.900000E-01   1.00800           0
      3237 MEMB     25       POPC     C29      CEL1    -0.150000       12.0110           0
      3238 MEMB     25       POPC     H91      HEL1     0.150000       1.00800           0
      3239 MEMB     25       POPC     C210     CEL1    -0.150000       12.0110           0
      3240 MEMB     25       POPC     H101     HEL1     0.150000       1.00800           0
      3241 MEMB     25       POPC     C211     CTL2    -0.180000       12.0110           0
      3242 MEMB     25       POPC     H11R     HAL2     0.900000E-01   1.00800           0
      3243 MEMB     25       POPC     H11S     HAL2     0.900000E-01   1.00800           0
      3244 MEMB     25       POPC     C212     CTL2    -0.180000       12.0110           0
      3245 MEMB     25       POPC     H12R     HAL2     0.900000E-01   1.00800           0
      3246 MEMB     25       POPC     H12S     HAL2     0.900000E-01   1.00800           0
      3247 MEMB     25       POPC     C213     CTL2    -0.180000       12.0110           0
      3248 MEMB     25       POPC     H13R     HAL2     0.900000E-01   1.00800           0
      3249 MEMB     25       POPC     H13S     HAL2     0.900000E-01   1.00800           0
      3250 MEMB     25       POPC     C214     CTL2    -0.180000       12.0110           0
      3251 MEMB     25       POPC     H14R     HAL2     0.900000E-01   1.00800           0
      3252 MEMB     25       POPC     H14S     HAL2     0.900000E-01   1.00800           0
      3253 MEMB     25       POPC     C215     CTL2    -0.180000       12.0110           0
      3254 MEMB     25       POPC     H15R     HAL2     0.900000E-01   1.00800           0
      3255 MEMB     25       POPC     H15S     HAL2     0.900000E-01   1.00800           0
      3256 MEMB     25       POPC     C216     CTL2    -0.180000       12.0110           0
      3257 MEMB     25       POPC     H16R     HAL2     0.900000E-01   1.00800           0
      3258 MEMB     25       POPC     H16S     HAL2     0.900000E-01   1.00800           0
      3259 MEMB     25       POPC     C217     CTL2    -0.180000       12.0110           0
      3260 MEMB     25       POPC     H17R     HAL2     0.900000E-01   1.00800           0
      3261 MEMB     25       POPC     H17S     HAL2     0.900000E-01   1.00800           0
      3262 MEMB     25       POPC     C218     CTL3    -0.270000       12.0110           0
      3263 MEMB     25       POPC     H18R     HAL3     0.900000E-01   1.00800           0
      3264 MEMB     25       POPC     H18S     HAL3     0.900000E-01   1.00800           0
      3265 MEMB     25       POPC     H18T     HAL3     0.900000E-01   1.00800           0
      3266 MEMB     25       POPC     C33      CTL2    -0.180000       12.0110           0
      3267 MEMB     25       POPC     H3X      HAL2     0.900000E-01   1.00800           0
      3268 MEMB     25       POPC     H3Y      HAL2     0.900000E-01   1.00800           0
      3269 MEMB     25       POPC     C34      CTL2    -0.180000       12.0110           0
      3270 MEMB     25       POPC     H4X      HAL2     0.900000E-01   1.00800           0
      3271 MEMB     25       POPC     H4Y      HAL2     0.900000E-01   1.00800           0
      3272 MEMB     25       POPC     C35      CTL2    -0.180000       12.0110           0
      3273 MEMB     25       POPC     H5X      HAL2     0.900000E-01   1.00800           0
      3274 MEMB     25       POPC     H5Y      HAL2     0.900000E-01   1.00800           0
      3275 MEMB     25       POPC     C36      CTL2    -0.180000       12.0110           0
      3276 MEMB     25       POPC     H6X      HAL2     0.900000E-01   1.00800           0
      3277 MEMB     25       POPC     H6Y      HAL2     0.900000E-01   1.00800           0
      3278 MEMB     25       POPC     C37      CTL2    -0.180000       12.0110           0
      3279 MEMB     25       POPC     H7X      HAL2     0.900000E-01   1.00800           0
      3280 MEMB     25       POPC     H7Y      HAL2     0.900000E-01   1.00800           0
      3281 MEMB     25       POPC     C38      CTL2    -0.180000       12.0110           0
      3282 MEMB     25       POPC     H8X      HAL2     0.900000E-01   1.00800           0
      3283 MEMB     25       POPC     H8Y      HAL2     0.900000E-01   1.00800           0
      3284 MEMB     25       POPC     C39      CTL2    -0.180000       12.0110           0
      3285 MEMB     25       POPC     H9X      HAL2     0.900000E-01   1.00800           0
      3286 MEMB     25       POPC     H9Y      HAL2     0.900000E-01   1.00800           0
      3287 MEMB     25       POPC     C310     CTL2    -0.180000       12.0110           0
      3288 MEMB     25       POPC     H10X     HAL2     0.900000E-01   1.00800           0
      3289 MEMB     25       POPC     H10Y     HAL2     0.900000E-01   1.00800           0
      3290 MEMB     25       POPC     C311     CTL2    -0.180000       12.0110           0
      3291 MEMB     25       POPC     H11X     HAL2     0.900000E-01   1.00800           0
      3292 MEMB     25       POPC     H11Y     HAL2     0.900000E-01   1.00800           0
      3293 MEMB     25       POPC     C312     CTL2    -0.180000       12.0110           0
      3294 MEMB     25       POPC     H12X     HAL2     0.900000E-01   1.00800           0
      3295 MEMB     25       POPC     H12Y     HAL2     0.900000E-01   1.00800           0
      3296 MEMB     25       POPC     C313     CTL2    -0.180000       12.0110           0
      3297 MEMB     25       POPC     H13X     HAL2     0.900000E-01   1.00800           0
      3298 MEMB     25       POPC     H13Y     HAL2     0.900000E-01   1.00800           0
      3299 MEMB     25       POPC     C314     CTL2    -0.180000       12.0110           0
      3300 MEMB     25       POPC     H14X     HAL2     0.900000E-01   1.00800           0
      3301 MEMB     25       POPC     H14Y     HAL2     0.900000E-01   1.00800           0
      3302 MEMB     25       POPC     C315     CTL2    -0.180000       12.0110           0
      3303 MEMB     25       POPC     H15X     HAL2     0.900000E-01   1.00800           0
      3304 MEMB     25       POPC     H15Y     HAL2     0.900000E-01   1.00800           0
      3305 MEMB     25       POPC     C316     CTL3    -0.270000       12.0110           0
      3306 MEMB     25       POPC     H16X     HAL3     0.900000E-01   1.00800           0
      3307 MEMB     25       POPC     H16Y     HAL3     0.900000E-01   1.00800           0
      3308 MEMB     25       POPC     H16Z     HAL3     0.900000E-01   1.00800           0
      3309 MEMB     26       POPC     N        NTL     -0.600000       14.0070           0
      3310 MEMB     26       POPC     C12      CTL2    -0.100000       12.0110           0
      3311 MEMB     26       POPC     H12A     HL       0.250000       1.00800           0
      3312 MEMB     26       POPC     H12B     HL       0.250000       1.00800           0
      3313 MEMB     26       POPC     C13      CTL5    -0.350000       12.0110           0
      3314 MEMB     26       POPC     H13A     HL       0.250000       1.00800           0
      3315 MEMB     26       POPC     H13B     HL       0.250000       1.00800           0
      3316 MEMB     26       POPC     H13C     HL       0.250000       1.00800           0
      3317 MEMB     26       POPC     C14      CTL5    -0.350000       12.0110           0
      3318 MEMB     26       POPC     H14A     HL       0.250000       1.00800           0
      3319 MEMB     26       POPC     H14B     HL       0.250000       1.00800           0
      3320 MEMB     26       POPC     H14C     HL       0.250000       1.00800           0
      3321 MEMB     26       POPC     C15      CTL5    -0.350000       12.0110           0
      3322 MEMB     26       POPC     H15A     HL       0.250000       1.00800           0
      3323 MEMB     26       POPC     H15B     HL       0.250000       1.00800           0
      3324 MEMB     26       POPC     H15C     HL       0.250000       1.00800           0
      3325 MEMB     26       POPC     C11      CTL2    -0.800000E-01   12.0110           0
      3326 MEMB     26       POPC     H11A     HAL2     0.900000E-01   1.00800           0
      3327 MEMB     26       POPC     H11B     HAL2     0.900000E-01   1.00800           0
      3328 MEMB     26       POPC     P        PL       1.50000        30.9740           0
      3329 MEMB     26       POPC     O13      O2L     -0.780000       15.9994           0
      3330 MEMB     26       POPC     O14      O2L     -0.780000       15.9994           0
      3331 MEMB     26       POPC     O12      OSLP    -0.570000       15.9994           0
      3332 MEMB     26       POPC     O11      OSLP    -0.570000       15.9994           0
      3333 MEMB     26       POPC     C1       CTL2    -0.800000E-01   12.0110           0
      3334 MEMB     26       POPC     HA       HAL2     0.900000E-01   1.00800           0
      3335 MEMB     26       POPC     HB       HAL2     0.900000E-01   1.00800           0
      3336 MEMB     26       POPC     C2       CTL1     0.170000       12.0110           0
      3337 MEMB     26       POPC     HS       HAL1     0.900000E-01   1.00800           0
      3338 MEMB     26       POPC     O21      OSL     -0.490000       15.9994           0
      3339 MEMB     26       POPC     C21      CL       0.900000       12.0110           0
      3340 MEMB     26       POPC     O22      OBL     -0.630000       15.9994           0
      3341 MEMB     26       POPC     C22      CTL2    -0.220000       12.0110           0
      3342 MEMB     26       POPC     H2R      HAL2     0.900000E-01   1.00800           0
      3343 MEMB     26       POPC     H2S      HAL2     0.900000E-01   1.00800           0
      3344 MEMB     26       POPC     C3       CTL2     0.800000E-01   12.0110           0
      3345 MEMB     26       POPC     HX       HAL2     0.900000E-01   1.00800           0
      3346 MEMB     26       POPC     HY       HAL2     0.900000E-01   1.00800           0
      3347 MEMB     26       POPC     O31      OSL     -0.490000       15.9994           0
      3348 MEMB     26       POPC     C31      CL       0.900000       12.0110           0
      3349 MEMB     26       POPC     O32      OBL     -0.630000       15.9994           0
      3350 MEMB     26       POPC     C32      CTL2    -0.220000       12.0110           0
      3351 MEMB     26       POPC     H2X      HAL2     0.900000E-01   1.00800           0
      3352 MEMB     26       POPC     H2Y      HAL2     0.900000E-01   1.00800           0
      3353 MEMB     26       POPC     C23      CTL2    -0.180000       12.0110           0
      3354 MEMB     26       POPC     H3R      HAL2     0.900000E-01   1.00800           0
      3355 MEMB     26       POPC     H3S      HAL2     0.900000E-01   1.00800           0
      3356 MEMB     26       POPC     C24      CTL2    -0.180000       12.0110           0
      3357 MEMB     26       POPC     H4R      HAL2     0.900000E-01   1.00800           0
      3358 MEMB     26       POPC     H4S      HAL2     0.900000E-01   1.00800           0
      3359 MEMB     26       POPC     C25      CTL2    -0.180000       12.0110           0
      3360 MEMB     26       POPC     H5R      HAL2     0.900000E-01   1.00800           0
      3361 MEMB     26       POPC     H5S      HAL2     0.900000E-01   1.00800           0
      3362 MEMB     26       POPC     C26      CTL2    -0.180000       12.0110           0
      3363 MEMB     26       POPC     H6R      HAL2     0.900000E-01   1.00800           0
      3364 MEMB     26       POPC     H6S      HAL2     0.900000E-01   1.00800           0
      3365 MEMB     26       POPC     C27      CTL2    -0.180000       12.0110           0
      3366 MEMB     26       POPC     H7R      HAL2     0.900000E-01   1.00800           0
      3367 MEMB     26       POPC     H7S      HAL2     0.900000E-01   1.00800           0
      3368 MEMB     26       POPC     C28      CTL2    -0.180000       12.0110           0
      3369 MEMB     26       POPC     H8R      HAL2     0.900000E-01   1.00800           0
      3370 MEMB     26       POPC     H8S      HAL2     0.900000E-01   1.00800           0
      3371 MEMB     26       POPC     C29      CEL1    -0.150000       12.0110           0
      3372 MEMB     26       POPC     H91      HEL1     0.150000       1.00800           0
      3373 MEMB     26       POPC     C210     CEL1    -0.150000       12.0110           0
      3374 MEMB     26       POPC     H101     HEL1     0.150000       1.00800           0
      3375 MEMB     26       POPC     C211     CTL2    -0.180000       12.0110           0
      3376 MEMB     26       POPC     H11R     HAL2     0.900000E-01   1.00800           0
      3377 MEMB     26       POPC     H11S     HAL2     0.900000E-01   1.00800           0
      3378 MEMB     26       POPC     C212     CTL2    -0.180000       12.0110           0
      3379 MEMB     26       POPC     H12R     HAL2     0.900000E-01   1.00800           0
      3380 MEMB     26       POPC     H12S     HAL2     0.900000E-01   1.00800           0
      3381 MEMB     26       POPC     C213     CTL2    -0.180000       12.0110           0
      3382 MEMB     26       POPC     H13R     HAL2     0.900000E-01   1.00800           0
      3383 MEMB     26       POPC     H13S     HAL2     0.900000E-01   1.00800           0
      3384 MEMB     26       POPC     C214     CTL2    -0.180000       12.0110           0
      3385 MEMB     26       POPC     H14R     HAL2     0.900000E-01   1.00800           0
      3386 MEMB     26       POPC     H14S     HAL2     0.900000E-01   1.00800           0
      3387 MEMB     26       POPC     C215     CTL2    -0.180000       12.0110           0
      3388 MEMB     26       POPC     H15R     HAL2     0.900000E-01   1.00800           0
      3389 MEMB     26       POPC     H15S     HAL2     0.900000E-01   1.00800           0
      3390 MEMB     26       POPC     C216     CTL2    -0.180000       12.0110           0
      3391 MEMB     26       POPC     H16R     HAL2     0.900000E-01   1.00800           0
      3392 MEMB     26       POPC     H16S     HAL2     0.900000E-01   1.00800           0
      3393 MEMB     26       POPC     C217     CTL2    -0.180000       12.0110           0
      3394 MEMB     26       POPC     H17R     HAL2     0.900000E-01   1.00800           0
      3395 MEMB     26       POPC     H17S     HAL2     0.900000E-01   1.00800           0
      3396 MEMB     26       POPC     C218     CTL3    -0.270000       12.0110           0
      3397 MEMB     26       POPC     H18R     HAL3     0.900000E-01   1.00800           0
      3398 MEMB     26       POPC     H18S     HAL3     0.900000E-01   1.00800           0
      3399 MEMB     26       POPC     H18T     HAL3     0.900000E-01   1.00800           0
      3400 MEMB     26       POPC     C33      CTL2    -0.180000       12.0110           0
      3401 MEMB     26       POPC     H3X      HAL2     0.900000E-01   1.00800           0
      3402 MEMB     26       POPC     H3Y      HAL2     0.900000E-01   1.00800           0
      3403 MEMB     26       POPC     C34      CTL2    -0.180000       12.0110           0
      3404 MEMB     26       POPC     H4X      HAL2     0.900000E-01   1.00800           0
      3405 MEMB     26       POPC     H4Y      HAL2     0.900000E-01   1.00800           0
      3406 MEMB     26       POPC     C35      CTL2    -0.180000       12.0110           0
      3407 MEMB     26       POPC     H5X      HAL2     0.900000E-01   1.00800           0
      3408 MEMB     26       POPC     H5Y      HAL2     0.900000E-01   1.00800           0
      3409 MEMB     26       POPC     C36      CTL2    -0.180000       12.0110           0
      3410 MEMB     26       POPC     H6X      HAL2     0.900000E-01   1.00800           0
      3411 MEMB     26       POPC     H6Y      HAL2     0.900000E-01   1.00800           0
      3412 MEMB     26       POPC     C37      CTL2    -0.180000       12.0110           0
      3413 MEMB     26       POPC     H7X      HAL2     0.900000E-01   1.00800           0
      3414 MEMB     26       POPC     H7Y      HAL2     0.900000E-01   1.00800           0
      3415 MEMB     26       POPC     C38      CTL2    -0.180000       12.0110           0
      3416 MEMB     26       POPC     H8X      HAL2     0.900000E-01   1.00800           0
      3417 MEMB     26       POPC     H8Y      HAL2     0.900000E-01   1.00800           0
      3418 MEMB     26       POPC     C39      CTL2    -0.180000       12.0110           0
      3419 MEMB     26       POPC     H9X      HAL2     0.900000E-01   1.00800           0
      3420 MEMB     26       POPC     H9Y      HAL2     0.900000E-01   1.00800           0
      3421 MEMB     26       POPC     C310     CTL2    -0.180000       12.0110           0
      3422 MEMB     26       POPC     H10X     HAL2     0.900000E-01   1.00800           0
      3423 MEMB     26       POPC     H10Y     HAL2     0.900000E-01   1.00800           0
      3424 MEMB     26       POPC     C311     CTL2    -0.180000       12.0110           0
      3425 MEMB     26       POPC     H11X     HAL2     0.900000E-01   1.00800           0
      3426 MEMB     26       POPC     H11Y     HAL2     0.900000E-01   1.00800           0
      3427 MEMB     26       POPC     C312     CTL2    -0.180000       12.0110           0
      3428 MEMB     26       POPC     H12X     HAL2     0.900000E-01   1.00800           0
      3429 MEMB     26       POPC     H12Y     HAL2     0.900000E-01   1.00800           0
      3430 MEMB     26       POPC     C313     CTL2    -0.180000       12.0110           0
      3431 MEMB     26       POPC     H13X     HAL2     0.900000E-01   1.00800           0
      3432 MEMB     26       POPC     H13Y     HAL2     0.900000E-01   1.00800           0
      3433 MEMB     26       POPC     C314     CTL2    -0.180000       12.0110           0
      3434 MEMB     26       POPC     H14X     HAL2     0.900000E-01   1.00800           0
      3435 MEMB     26       POPC     H14Y     HAL2     0.900000E-01   1.00800           0
      3436 MEMB     26       POPC     C315     CTL2    -0.180000       12.0110           0
      3437 MEMB     26       POPC     H15X     HAL2     0.900000E-01   1.00800           0
      3438 MEMB     26       POPC     H15Y     HAL2     0.900000E-01   1.00800           0
      3439 MEMB     26       POPC     C316     CTL3    -0.270000       12.0110           0
      3440 MEMB     26       POPC     H16X     HAL3     0.900000E-01   1.00800           0
      3441 MEMB     26       POPC     H16Y     HAL3     0.900000E-01   1.00800           0
      3442 MEMB     26       POPC     H16Z     HAL3     0.900000E-01   1.00800           0
      3443 MEMB     27       POPC     N        NTL     -0.600000       14.0070           0
      3444 MEMB     27       POPC     C12      CTL2    -0.100000       12.0110           0
      3445 MEMB     27       POPC     H12A     HL       0.250000       1.00800           0
      3446 MEMB     27       POPC     H12B     HL       0.250000       1.00800           0
      3447 MEMB     27       POPC     C13      CTL5    -0.350000       12.0110           0
      3448 MEMB     27       POPC     H13A     HL       0.250000       1.00800           0
      3449 MEMB     27       POPC     H13B     HL       0.250000       1.00800           0
      3450 MEMB     27       POPC     H13C     HL       0.250000       1.00800           0
      3451 MEMB     27       POPC     C14      CTL5    -0.350000       12.0110           0
      3452 MEMB     27       POPC     H14A     HL       0.250000       1.00800           0
      3453 MEMB     27       POPC     H14B     HL       0.250000       1.00800           0
      3454 MEMB     27       POPC     H14C     HL       0.250000       1.00800           0
      3455 MEMB     27       POPC     C15      CTL5    -0.350000       12.0110           0
      3456 MEMB     27       POPC     H15A     HL       0.250000       1.00800           0
      3457 MEMB     27       POPC     H15B     HL       0.250000       1.00800           0
      3458 MEMB     27       POPC     H15C     HL       0.250000       1.00800           0
      3459 MEMB     27       POPC     C11      CTL2    -0.800000E-01   12.0110           0
      3460 MEMB     27       POPC     H11A     HAL2     0.900000E-01   1.00800           0
      3461 MEMB     27       POPC     H11B     HAL2     0.900000E-01   1.00800           0
      3462 MEMB     27       POPC     P        PL       1.50000        30.9740           0
      3463 MEMB     27       POPC     O13      O2L     -0.780000       15.9994           0
      3464 MEMB     27       POPC     O14      O2L     -0.780000       15.9994           0
      3465 MEMB     27       POPC     O12      OSLP    -0.570000       15.9994           0
      3466 MEMB     27       POPC     O11      OSLP    -0.570000       15.9994           0
      3467 MEMB     27       POPC     C1       CTL2    -0.800000E-01   12.0110           0
      3468 MEMB     27       POPC     HA       HAL2     0.900000E-01   1.00800           0
      3469 MEMB     27       POPC     HB       HAL2     0.900000E-01   1.00800           0
      3470 MEMB     27       POPC     C2       CTL1     0.170000       12.0110           0
      3471 MEMB     27       POPC     HS       HAL1     0.900000E-01   1.00800           0
      3472 MEMB     27       POPC     O21      OSL     -0.490000       15.9994           0
      3473 MEMB     27       POPC     C21      CL       0.900000       12.0110           0
      3474 MEMB     27       POPC     O22      OBL     -0.630000       15.9994           0
      3475 MEMB     27       POPC     C22      CTL2    -0.220000       12.0110           0
      3476 MEMB     27       POPC     H2R      HAL2     0.900000E-01   1.00800           0
      3477 MEMB     27       POPC     H2S      HAL2     0.900000E-01   1.00800           0
      3478 MEMB     27       POPC     C3       CTL2     0.800000E-01   12.0110           0
      3479 MEMB     27       POPC     HX       HAL2     0.900000E-01   1.00800           0
      3480 MEMB     27       POPC     HY       HAL2     0.900000E-01   1.00800           0
      3481 MEMB     27       POPC     O31      OSL     -0.490000       15.9994           0
      3482 MEMB     27       POPC     C31      CL       0.900000       12.0110           0
      3483 MEMB     27       POPC     O32      OBL     -0.630000       15.9994           0
      3484 MEMB     27       POPC     C32      CTL2    -0.220000       12.0110           0
      3485 MEMB     27       POPC     H2X      HAL2     0.900000E-01   1.00800           0
      3486 MEMB     27       POPC     H2Y      HAL2     0.900000E-01   1.00800           0
      3487 MEMB     27       POPC     C23      CTL2    -0.180000       12.0110           0
      3488 MEMB     27       POPC     H3R      HAL2     0.900000E-01   1.00800           0
      3489 MEMB     27       POPC     H3S      HAL2     0.900000E-01   1.00800           0
      3490 MEMB     27       POPC     C24      CTL2    -0.180000       12.0110           0
      3491 MEMB     27       POPC     H4R      HAL2     0.900000E-01   1.00800           0
      3492 MEMB     27       POPC     H4S      HAL2     0.900000E-01   1.00800           0
      3493 MEMB     27       POPC     C25      CTL2    -0.180000       12.0110           0
      3494 MEMB     27       POPC     H5R      HAL2     0.900000E-01   1.00800           0
      3495 MEMB     27       POPC     H5S      HAL2     0.900000E-01   1.00800           0
      3496 MEMB     27       POPC     C26      CTL2    -0.180000       12.0110           0
      3497 MEMB     27       POPC     H6R      HAL2     0.900000E-01   1.00800           0
      3498 MEMB     27       POPC     H6S      HAL2     0.900000E-01   1.00800           0
      3499 MEMB     27       POPC     C27      CTL2    -0.180000       12.0110           0
      3500 MEMB     27       POPC     H7R      HAL2     0.900000E-01   1.00800           0
      3501 MEMB     27       POPC     H7S      HAL2     0.900000E-01   1.00800           0
      3502 MEMB     27       POPC     C28      CTL2    -0.180000       12.0110           0
      3503 MEMB     27       POPC     H8R      HAL2     0.900000E-01   1.00800           0
      3504 MEMB     27       POPC     H8S      HAL2     0.900000E-01   1.00800           0
      3505 MEMB     27       POPC     C29      CEL1    -0.150000       12.0110           0
      3506 MEMB     27       POPC     H91      HEL1     0.150000       1.00800           0
      3507 MEMB     27       POPC     C210     CEL1    -0.150000       12.0110           0
      3508 MEMB     27       POPC     H101     HEL1     0.150000       1.00800           0
      3509 MEMB     27       POPC     C211     CTL2    -0.180000       12.0110           0
      3510 MEMB     27       POPC     H11R     HAL2     0.900000E-01   1.00800           0
      3511 MEMB     27       POPC     H11S     HAL2     0.900000E-01   1.00800           0
      3512 MEMB     27       POPC     C212     CTL2    -0.180000       12.0110           0
      3513 MEMB     27       POPC     H12R     HAL2     0.900000E-01   1.00800           0
      3514 MEMB     27       POPC     H12S     HAL2     0.900000E-01   1.00800           0
      3515 MEMB     27       POPC     C213     CTL2    -0.180000       12.0110           0
      3516 MEMB     27       POPC     H13R     HAL2     0.900000E-01   1.00800           0
      3517 MEMB     27       POPC     H13S     HAL2     0.900000E-01   1.00800           0
      3518 MEMB     27       POPC     C214     CTL2    -0.180000       12.0110           0
      3519 MEMB     27       POPC     H14R     HAL2     0.900000E-01   1.00800           0
      3520 MEMB     27       POPC     H14S     HAL2     0.900000E-01   1.00800           0
      3521 MEMB     27       POPC     C215     CTL2    -0.180000       12.0110           0
      3522 MEMB     27       POPC     H15R     HAL2     0.900000E-01   1.00800           0
      3523 MEMB     27       POPC     H15S     HAL2     0.900000E-01   1.00800           0
      3524 MEMB     27       POPC     C216     CTL2    -0.180000       12.0110           0
      3525 MEMB     27       POPC     H16R     HAL2     0.900000E-01   1.00800           0
      3526 MEMB     27       POPC     H16S     HAL2     0.900000E-01   1.00800           0
      3527 MEMB     27       POPC     C217     CTL2    -0.180000       12.0110           0
      3528 MEMB     27       POPC     H17R     HAL2     0.900000E-01   1.00800           0
      3529 MEMB     27       POPC     H17S     HAL2     0.900000E-01   1.00800           0
      3530 MEMB     27       POPC     C218     CTL3    -0.270000       12.0110           0
      3531 MEMB     27       POPC     H18R     HAL3     0.900000E-01   1.00800           0
      3532 MEMB     27       POPC     H18S     HAL3     0.900000E-01   1.00800           0
      3533 MEMB     27       POPC     H18T     HAL3     0.900000E-01   1.00800           0
      3534 MEMB     27       POPC     C33      CTL2    -0.180000       12.0110           0
      3535 MEMB     27       POPC     H3X      HAL2     0.900000E-01   1.00800           0
      3536 MEMB     27       POPC     H3Y      HAL2     0.900000E-01   1.00800           0
      3537 MEMB     27       POPC     C34      CTL2    -0.180000       12.0110           0
      3538 MEMB     27       POPC     H4X      HAL2     0.900000E-01   1.00800           0
      3539 MEMB     27       POPC     H4Y      HAL2     0.900000E-01   1.00800           0
      3540 MEMB     27       POPC     C35      CTL2    -0.180000       12.0110           0
      3541 MEMB     27       POPC     H5X      HAL2     0.900000E-01   1.00800           0
      3542 MEMB     27       POPC     H5Y      HAL2     0.900000E-01   1.00800           0
      3543 MEMB     27       POPC     C36      CTL2    -0.180000       12.0110           0
      3544 MEMB     27       POPC     H6X      HAL2     0.900000E-01   1.00800           0
      3545 MEMB     27       POPC     H6Y      HAL2     0.900000E-01   1.00800           0
      3546 MEMB     27       POPC     C37      CTL2    -0.180000       12.0110           0
      3547 MEMB     27       POPC     H7X      HAL2     0.900000E-01   1.00800           0
      3548 MEMB     27       POPC     H7Y      HAL2     0.900000E-01   1.00800           0
      3549 MEMB     27       POPC     C38      CTL2    -0.180000       12.0110           0
      3550 MEMB     27       POPC     H8X      HAL2     0.900000E-01   1.00800           0
      3551 MEMB     27       POPC     H8Y      HAL2     0.900000E-01   1.00800           0
      3552 MEMB     27       POPC     C39      CTL2    -0.180000       12.0110           0
      3553 MEMB     27       POPC     H9X      HAL2     0.900000E-01   1.00800           0
      3554 MEMB     27       POPC     H9Y      HAL2     0.900000E-01   1.00800           0
      3555 MEMB     27       POPC     C310     CTL2    -0.180000       12.0110           0
      3556 MEMB     27       POPC     H10X     HAL2     0.900000E-01   1.00800           0
      3557 MEMB     27       POPC     H10Y     HAL2     0.900000E-01   1.00800           0
      3558 MEMB     27       POPC     C311     CTL2    -0.180000       12.0110           0
      3559 MEMB     27       POPC     H11X     HAL2     0.900000E-01   1.00800           0
      3560 MEMB     27       POPC     H11Y     HAL2     0.900000E-01   1.00800           0
      3561 MEMB     27       POPC     C312     CTL2    -0.180000       12.0110           0
      3562 MEMB     27       POPC     H12X     HAL2     0.900000E-01   1.00800           0
      3563 MEMB     27       POPC     H12Y     HAL2     0.900000E-01   1.00800           0
      3564 MEMB     27       POPC     C313     CTL2    -0.180000       12.0110           0
      3565 MEMB     27       POPC     H13X     HAL2     0.900000E-01   1.00800           0
      3566 MEMB     27       POPC     H13Y     HAL2     0.900000E-01   1.00800           0
      3567 MEMB     27       POPC     C314     CTL2    -0.180000       12.0110           0
      3568 MEMB     27       POPC     H14X     HAL2     0.900000E-01   1.00800           0
      3569 MEMB     27       POPC     H14Y     HAL2     0.900000E-01   1.00800           0
      3570 MEMB     27       POPC     C315     CTL2    -0.180000       12.0110           0
      3571 MEMB     27       POPC     H15X     HAL2     0.900000E-01   1.00800           0
      3572 MEMB     27       POPC     H15Y     HAL2     0.900000E-01   1.00800           0
      3573 MEMB     27       POPC     C316     CTL3    -0.270000       12.0110           0
      3574 MEMB     27       POPC     H16X     HAL3     0.900000E-01   1.00800           0
