-0.7649999999999999 2 
-0.6749999999999999 0 
-0.585 1 
-0.49499999999999994 2 
-0.40499999999999997 0 
-0.31499999999999995 2 
-0.22499999999999998 1 
-0.135 1 
-0.04499999999999993 0 
0.04500000000000004 1 
0.135 1 
0.22499999999999998 1 
0.31500000000000006 2 
0.4049999999999999 0 
0.495 4 
0.5850000000000001 6 
0.6749999999999999 4 
0.765 8 
0.8550000000000001 5 
0.945 13 
1.0350000000000001 14 
1.125 12 
1.2149999999999999 22 
1.3049999999999997 16 
1.395 21 
1.4849999999999999 27 
1.5749999999999997 15 
1.665 23 
1.755 36 
1.8449999999999998 57 
1.935 35 
2.025 36 
2.1149999999999998 28 
2.2049999999999996 33 
2.295 38 
2.385 49 
2.4749999999999996 42 
2.565 47 
2.655 55 
2.7449999999999997 40 
2.835 31 
2.925 40 
3.0149999999999997 22 
3.105 32 
3.195 27 
3.2849999999999997 21 
3.3749999999999996 23 
3.4649999999999994 21 
3.555 17 
3.645 15 
3.735 12 
3.8249999999999997 11 
3.9149999999999996 6 
4.005 3 
4.095000000000001 3 
4.1850000000000005 5 
4.275 2 
4.365 3 
4.455 1 
4.545 2 
4.635 1 
4.7250000000000005 0 
4.815 1 
