21.700000000000003 1 
21.900000000000002 0 
22.1 0 
22.3 1 
22.5 3 
22.700000000000003 0 
22.900000000000002 0 
23.1 0 
23.3 3 
23.5 2 
23.700000000000003 3 
23.900000000000002 2 
24.1 2 
24.3 3 
24.5 6 
24.700000000000003 5 
24.900000000000002 5 
25.1 7 
25.3 8 
25.5 11 
25.700000000000003 9 
25.900000000000002 7 
26.1 10 
26.3 22 
26.5 13 
26.700000000000003 14 
26.900000000000002 24 
27.1 31 
27.3 28 
27.5 35 
27.700000000000003 27 
27.900000000000002 27 
28.1 34 
28.3 35 
28.5 54 
28.700000000000003 49 
28.900000000000002 48 
29.1 37 
29.3 47 
29.5 34 
29.700000000000003 38 
29.900000000000002 36 
30.1 41 
30.300000000000004 46 
30.5 32 
30.700000000000003 31 
30.900000000000002 17 
31.1 16 
31.300000000000004 20 
31.5 13 
31.700000000000003 18 
31.900000000000002 12 
32.1 11 
32.300000000000004 5 
32.5 3 
32.7 5 
32.900000000000006 3 
33.1 1 
33.300000000000004 1 
33.5 1 
33.7 0 
33.900000000000006 0 
34.1 1 
34.300000000000004 0 
34.5 0 
34.7 1 
