0 -5.82365614046010e+00 -6.90415334917054e-02 2.78097054144522e+00 2.11629684937428e-05 1.36415158155374e+01 8.48689096806067e+00 1.53910532751111e+01 1.86648543137450e+01 1.07666910999545e+01 
1 -5.48277836699906e+00 3.42264134030889e-01 4.01426733934833e+00 5.34212701688451e-01 1.36461339845426e+01 8.12563164299812e+00 1.54962424497342e+01 1.90473856723167e+01 1.17358399424201e+01 
2 -5.93705388060681e+00 3.27389900557756e-01 3.43830696789475e+00 4.12323892212124e-01 1.32886829252385e+01 8.02633265100275e+00 1.59749904784757e+01 1.88205067267032e+01 1.15089448436865e+01 
3 -6.05686494534818e+00 6.92193207141947e-01 3.06626884446539e+00 7.96148618596693e-01 1.37190297012660e+01 8.33354957163901e+00 1.60477723004413e+01 1.87452435614362e+01 1.19119476681900e+01 
4 -5.78979383080597e+00 5.96749669004288e-01 3.54716723334149e+00 6.66651394209314e-01 1.35867694790708e+01 8.15121392116084e+00 1.62287020411099e+01 1.84882085397479e+01 1.18817757842525e+01 
5 -5.69306244995378e+00 4.70385962350831e-01 3.07007174310532e+00 5.55014131641292e-01 1.36635998123913e+01 8.43062446460644e+00 1.58753324550923e+01 1.87710451993818e+01 1.15639314705290e+01 
6 -6.00476497332351e+00 7.00110944483852e-01 3.01808163912270e+00 7.90181034087266e-01 1.33878234675439e+01 8.50277998369881e+00 1.62968035808790e+01 1.88857360873541e+01 1.11066324095588e+01 
7 -5.86697586766802e+00 9.41136587487241e-01 3.43710132654662e+00 1.01110418719074e+00 1.36545353395417e+01 8.14456952285969e+00 1.66301651331533e+01 1.91562787010406e+01 1.16943294151672e+01 
8 -5.95951845007439e+00 9.66902326176919e-01 3.19393122009398e+00 1.04481075204624e+00 1.41297846551352e+01 8.01179300329614e+00 1.71664179932529e+01 1.94094158584938e+01 1.14369422133860e+01 
9 -6.05567103618453e+00 4.49027332133096e-01 2.69230043121200e+00 5.67639817701863e-01 1.41379266071507e+01 7.52120993856905e+00 1.68695990365502e+01 1.96493529175996e+01 1.14909911832793e+01 
10 -6.13214278220741e+00 3.13009677843546e-01 1.62799603691076e+00 4.91032588226144e-01 1.39361066865833e+01 7.70870009031472e+00 1.65626954941402e+01 1.91405432543317e+01 1.11014963320482e+01 
11 -6.10995208377386e+00 4.84996623676206e-01 2.65632488194517e+00 6.23626452009565e-01 1.36249301885011e+01 7.65217704779028e+00 1.64205359335642e+01 1.92770575034616e+01 1.09635893292235e+01 
12 -6.22925281782214e+00 3.39612157060671e-01 2.43851928710124e+00 5.75750112656782e-01 1.37968178458124e+01 8.15692262894873e+00 1.69015293388903e+01 1.87866855762506e+01 1.13585459994730e+01 
13 -6.01478821449520e+00 4.35247507425379e-01 2.33680698254299e+00 5.39285985426136e-01 1.39445782962268e+01 7.79657813464753e+00 1.67903020840517e+01 1.94067593633371e+01 1.07351799717080e+01 
14 -6.14619112621077e+00 5.31381656703060e-01 2.44975874917015e+00 6.81558115290243e-01 1.41556325755971e+01 7.67328761620660e+00 1.65940315022436e+01 1.92033046859524e+01 1.10737025765405e+01 
15 -6.33912412618013e+00 5.48607260591912e-01 2.98458158306839e+00 8.04471081186463e-01 1.37025518528333e+01 7.99916315655397e+00 1.64848169755482e+01 2.00216917653359e+01 1.11309328287830e+01 
16 -5.88523931867114e+00 1.10028929493418e-01 2.46598544669882e+00 1.89355748244015e-01 1.34687878356959e+01 7.03031923474062e+00 1.57498549651670e+01 1.94273726541302e+01 1.11237589131305e+01 
17 -6.03365236966737e+00 1.34976087789856e-01 2.25533053328162e+00 2.92766370371895e-01 1.34460866746383e+01 7.27667465180917e+00 1.61174747336478e+01 1.92931143511850e+01 1.03021839989960e+01 
18 -5.75977761193785e+00 7.19863615337641e-02 2.45501063716128e+00 1.54827718861305e-01 1.34647798169614e+01 7.22894126249747e+00 1.59805616730136e+01 1.92758416651872e+01 1.08906212067747e+01 
19 -6.01749431143114e+00 6.64338939970106e-02 2.69624400070656e+00 2.36470400984592e-01 1.31582863396008e+01 7.29889315314629e+00 1.66814811267824e+01 1.99816592792368e+01 1.06461216376814e+01 
20 -6.20132201401870e+00 3.76957592428758e-01 2.06611693829595e+00 5.84405246602159e-01 1.36023034127316e+01 7.30672063427812e+00 1.66429449827010e+01 1.94490176103139e+01 1.13830701586936e+01 
21 -6.08992027939341e+00 6.32377926223158e-02 2.18476684176177e+00 2.97292423938772e-01 1.35871609509149e+01 7.41629505441447e+00 1.71548799872608e+01 1.92711937706554e+01 1.11710520614155e+01 
22 -6.13973900425272e+00 -1.55178166459280e-01 2.16041876330385e+00 3.27589376227861e-01 1.32954069722305e+01 6.79518527355304e+00 1.65590742403269e+01 1.94876190547709e+01 1.10288886360738e+01 
23 -5.98089649985738e+00 1.77554550135721e-01 2.18031908752042e+00 2.92449662135084e-01 1.34769397603117e+01 7.71994344481260e+00 1.75086055669946e+01 1.97392591099012e+01 1.14710278838225e+01 
24 -5.74145759286191e+00 1.20602709593434e-01 2.34634158392061e+00 2.06698964077020e-01 1.35747741954268e+01 7.43538435439505e+00 1.64336448204374e+01 2.04258025600276e+01 1.17228205472973e+01 
25 -5.84299599906361e+00 1.38336211470787e-01 2.27732466023523e+00 2.08274198587104e-01 1.37007515712788e+01 7.34655140940831e+00 1.75921403208023e+01 2.00727168959745e+01 9.98919369169050e+00 
26 -6.17155525883295e+00 8.70896386315412e-02 2.83401884119413e+00 3.81307745387276e-01 1.37643414129378e+01 7.32577695487608e+00 1.69625737876861e+01 2.01302912065486e+01 1.03646415963311e+01 
27 -6.12335217698654e+00 4.82482135141660e-01 2.89491445698617e+00 6.27679709496194e-01 1.42141904121286e+01 7.25511250210846e+00 1.69384219008894e+01 1.99697312527571e+01 1.10461614357137e+01 
28 -6.07954263839789e+00 2.04356957308464e-01 2.80583694685055e+00 3.74450313403800e-01 1.41221262986422e+01 7.41360773872959e+00 1.64611117428641e+01 1.99102701719676e+01 1.03016561531908e+01 
29 -6.55538820910334e+00 -2.05086006012530e-01 2.80385557322075e+00 7.44250908733660e-01 1.44699474669762e+01 7.59739224483852e+00 1.65301770117777e+01 1.95536005038029e+01 1.05354774042774e+01 
30 -6.23314718284140e+00 -2.38857757988924e-01 2.80045302905754e+00 4.43287339420058e-01 1.41622197902186e+01 7.25459855202882e+00 1.72940828783001e+01 1.98279400432182e+01 9.95224717424160e+00 
31 -6.17355396304260e+00 3.31941033330414e-01 2.69981071244186e+00 5.32164982019385e-01 1.42893690538285e+01 7.30901403260532e+00 1.71059007595902e+01 2.02974875327501e+01 9.63032435155586e+00 
32 -6.24847464718850e+00 3.55663446107207e-01 2.59946295028356e+00 6.00687867267994e-01 1.41406155414246e+01 7.16188332157098e+00 1.68789762799109e+01 1.99601834951518e+01 1.00860803003077e+01 
33 -5.78417388810126e+00 -3.78898329922654e-01 3.09489212925302e+00 3.12366209012544e-01 1.43878344392691e+01 6.61717115672842e+00 1.66961553376656e+01 2.02110393055713e+01 1.03377091898049e+01 
34 -5.84296207187807e+00 4.24173608134456e-01 3.18663870973001e+00 4.93590569406386e-01 1.41248769116699e+01 7.12825892736464e+00 1.72338060987007e+01 1.97929793411358e+01 9.53343054147633e+00 
35 -5.74512403567803e+00 1.75130927401145e-01 2.88871204825282e+00 2.56495791033374e-01 1.45572169816565e+01 6.80060089165951e+00 1.66554045705085e+01 1.94417378657215e+01 1.00271001632860e+01 
36 -5.78625035093744e+00 -1.43896846032692e-02 2.80892661151201e+00 6.62377474994778e-02 1.43307229036269e+01 6.78916310159266e+00 1.70140749001119e+01 1.99734997372858e+01 9.96850120825926e+00 
37 -6.06581522249016e+00 -3.01410148098249e-01 2.66727908444348e+00 3.35598931257237e-01 1.45559543652593e+01 7.03125086061135e+00 1.69509627360848e+01 2.05509572633048e+01 1.00049477302020e+01 
38 -5.80055955225623e+00 -5.38797957650379e-01 2.82474719492454e+00 4.70326363374948e-01 1.44710250022936e+01 6.75590175285919e+00 1.66073215660736e+01 1.99749582506774e+01 9.95979248379204e+00 
39 -6.19375404521980e+00 -2.22115186363819e-01 3.13031545839544e+00 4.00485728339104e-01 1.49240534752595e+01 6.95639957806844e+00 1.63340466626980e+01 2.08210780992187e+01 1.05259062603837e+01 
40 -6.22494696928973e+00 3.64595539993029e-01 2.66727231224236e+00 5.90810662502925e-01 1.44341593676066e+01 7.34075047526136e+00 1.72841573680100e+01 2.11294638728962e+01 1.07058565665353e+01 
41 -6.27837903467589e+00 1.88367548860358e-01 2.49806084024996e+00 5.22505884174773e-01 1.46897721854658e+01 7.12799924223672e+00 1.73110042287214e+01 2.00594086636653e+01 1.01764061569549e+01 
42 -5.99554311682505e+00 1.75609127006341e-01 2.85370528050946e+00 2.98983463237708e-01 1.47624732652161e+01 7.07314108675930e+00 1.75067956488199e+01 2.08264565547593e+01 1.10646279339230e+01 
43 -6.04208455205240e+00 1.05631595058655e-01 2.45024207482014e+00 2.79663983002014e-01 1.43118286722063e+01 6.92002870949458e+00 1.75180784731927e+01 2.01452977291664e+01 1.07858093018505e+01 
44 -6.02938642783636e+00 1.46677394515350e-01 2.80099578596978e+00 2.98077665721251e-01 1.42045397924425e+01 6.86665858126506e+00 1.68206790915102e+01 2.11165407850334e+01 1.09075788940485e+01 
45 -6.33628119953232e+00 5.27964352927317e-01 2.17146250873818e+00 7.86878073676573e-01 1.39349715062310e+01 6.98402758526396e+00 1.73901166733118e+01 2.10714900725699e+01 1.05396670453680e+01 
