0 6.32456615977701e+00 -4.88865187724142e-01 -1.49199959182851e+00 4.88405006083889e+00 -4.26651940927217e+00 2.67439600493190e+00 -6.96836596818839e+00 7.28610051300330e-01 2.45392657847764e+00 -8.08555151967017e-01 7.84180053750956e+00 1.08626709763920e+00 -6.16054183781355e+00 -6.10352859898271e+00 1.59874659962273e+00 
1 5.53610778241622e+00 -3.30037086395191e-01 -3.94143778003788e+00 6.29756788239482e+00 -2.75888912006622e+00 1.04731975003042e+00 -7.64330515196227e+00 -1.39381516494533e+00 1.91245837906032e+00 -1.56976602733200e+00 6.75576020018564e+00 2.60934117453047e+00 -5.02600727508344e+00 -6.04799879109283e+00 9.63384405051275e-01 
2 5.93295367489714e+00 -1.59422955889219e-01 -3.45722327111650e+00 6.22477111175921e+00 -2.84275780515929e+00 1.21855819788845e+00 -7.96628552777182e+00 -1.30204926687279e+00 1.86696505496829e+00 -1.04937418939606e+00 6.72208731018542e+00 2.06392790921221e+00 -5.21380399324485e+00 -5.92172437244860e+00 9.52430770501746e-01 
3 6.07627864460317e+00 -5.97256500797358e-01 -3.04776500638336e+00 6.08265723370073e+00 -3.43321259754894e+00 1.21583681465562e+00 -8.36665656295024e+00 -1.76123049633045e+00 1.95298247103445e+00 -1.07469479526205e+00 6.71278990860649e+00 2.39641575323496e+00 -5.22967124538030e+00 -5.99493086084863e+00 6.70101442706909e-01 
4 5.64809341428426e+00 -2.48271497037474e-01 -3.80757405696389e+00 6.25038530784956e+00 -3.13353214762483e+00 1.42924642886443e+00 -7.75261562711930e+00 -7.77286204398687e-01 2.09000535979887e+00 -1.58863878688074e+00 6.82189414853384e+00 2.01682634251327e+00 -4.89841715220731e+00 -6.17857694762095e+00 7.00297659981178e-01 
5 5.59480810612226e+00 -3.00074157994912e-01 -3.26582933966803e+00 6.37332924680759e+00 -2.97278235390680e+00 1.63196132822479e+00 -7.86004731101155e+00 -1.17686493482592e-01 2.65222154220044e+00 -1.83597757897357e+00 6.81917657274469e+00 2.16233966779353e+00 -5.29632927497619e+00 -6.10394431029219e+00 1.04723722968163e+00 
6 5.86842161913653e+00 -4.23228648006849e-01 -3.32245085914086e+00 6.19633446557210e+00 -3.13649875114055e+00 1.12943923931599e+00 -7.37213275217176e+00 -7.52607362229643e-01 1.60908625995192e+00 -1.49488284426736e+00 6.89298307766454e+00 2.40458609014395e+00 -4.94095496520445e+00 -6.39332289794068e+00 1.46080433206641e+00 
7 5.87416673244249e+00 -7.95987622201646e-01 -3.46141276675036e+00 6.05466295160258e+00 -3.39723770250616e+00 1.29965601176108e+00 -7.41852003071858e+00 -1.83895260191113e-01 2.17955682263529e+00 -1.67905245185460e+00 7.11619512745250e+00 1.80148596491320e+00 -5.20908618603019e+00 -6.35470450769467e+00 1.44837768259793e+00 
8 5.95994906992083e+00 -7.99595939414465e-01 -3.23907553500319e+00 6.28135640996448e+00 -3.59227423336917e+00 1.15871119602677e+00 -7.55602694812581e+00 -4.31412297965738e-01 2.27136069327884e+00 -1.35445392027088e+00 6.97511358866589e+00 2.04853951887836e+00 -4.94842287894567e+00 -6.22265154384546e+00 8.19635757786552e-01 
9 6.00308811228529e+00 -4.60613436585905e-01 -2.80571331991829e+00 5.76032707219155e+00 -3.90839249274367e+00 7.83361748858490e-01 -7.50314558436600e+00 -3.57854950642126e-01 1.41926116655744e+00 -1.40015598766885e+00 7.21226800519268e+00 2.10391970454967e+00 -5.26290753844318e+00 -6.04736663872729e+00 1.21912722037726e+00 
