-1.6500000000000001 1 
-1.5500000000000003 0 
-1.4500000000000002 0 
-1.35 1 
-1.2500000000000002 0 
-1.1500000000000001 0 
-1.0500000000000003 0 
-0.9500000000000002 2 
-0.8500000000000001 0 
-0.7500000000000001 1 
-0.6500000000000001 0 
-0.55 0 
-0.4500000000000002 1 
-0.3500000000000001 4 
-0.25 0 
-0.15000000000000013 6 
-0.050000000000000044 9 
0.04999999999999982 2 
0.1499999999999999 4 
0.25 4 
0.3500000000000001 10 
0.44999999999999973 9 
0.5499999999999998 12 
0.6499999999999999 7 
0.75 7 
0.8500000000000001 12 
0.9500000000000002 17 
1.0499999999999998 18 
1.15 31 
1.25 23 
1.35 27 
1.4500000000000002 47 
1.5499999999999998 42 
1.65 39 
1.75 52 
1.85 64 
1.9500000000000002 89 
2.05 54 
2.15 74 
2.25 86 
2.3499999999999996 111 
2.45 83 
2.55 90 
2.6500000000000004 71 
2.75 82 
2.8499999999999996 62 
2.95 59 
3.05 55 
3.1500000000000004 62 
3.25 44 
3.3500000000000005 39 
3.45 38 
3.55 28 
3.6500000000000004 19 
3.75 25 
3.8500000000000005 12 
3.95 10 
4.05 4 
4.15 7 
4.25 3 
4.3500000000000005 1 
4.45 3 
4.55 4 
4.65 5 
4.75 6 
4.8500000000000005 0 
4.95 1 
