frame cylLigand relX relY relZ cyl20 cyl25 cyl30 cyl46 cyl6 distToBindingSiteCOM absX absY absZ
177 6.55546285048589e-01 5.25304356193566e+00 -2.53669199318190e-01 -3.04260760193389e+00 1.66964158140548e+01 6.75532232237582e+00 1.74807570426879e+01 2.25535803938319e+01 1.16086575548732e+01 6.07587654134137e+00 2.63401998503086e+01 -2.34136480334839e+00 6.79148660242650e+00 
178 6.65499564446631e-01 5.21815096233848e+00 -2.07098194810035e-01 -3.17755977440342e+00 1.65318593090048e+01 6.50493311850439e+00 1.77082488660113e+01 2.21882564514146e+01 1.15200739710054e+01 6.11300869032216e+00 2.61632559424614e+01 -2.35662308119331e+00 6.42325625293718e+00 
179 2.46910989677964e-01 5.66713476751303e+00 -1.21919448477166e-01 -2.55388401292943e+00 1.67417018811958e+01 6.91891270340715e+00 1.69508031031654e+01 2.32795538511333e+01 1.21130114987964e+01 6.21720229496905e+00 2.60687888413963e+01 -2.93735186989136e+00 6.73671958460937e+00 
180 2.39753182987164e-01 5.58613824445125e+00 3.63790499975543e-02 -2.77505738047195e+00 1.64687711918197e+01 7.08875047467868e+00 1.77266492446766e+01 2.30833753545166e+01 1.19247466748160e+01 6.23756421901302e+00 2.66391342174643e+01 -2.09316818219803e+00 7.09097638583825e+00 
181 4.41864835733594e-01 5.87767361820051e+00 -3.69509085201782e-01 -2.57387658338189e+00 1.63795575933887e+01 7.23282430378653e+00 1.83302407948526e+01 2.37377707564935e+01 1.14574206798895e+01 6.42716304388013e+00 2.73202278943368e+01 -2.21626569900819e+00 7.51858571136828e+00 
182 1.60147541797122e-01 5.66351425694766e+00 6.76953207484759e-02 -2.78443836539659e+00 1.66769703990863e+01 7.03504997977884e+00 1.74263507190027e+01 2.39815091412756e+01 1.22388579138758e+01 6.31134481753240e+00 2.73430858768095e+01 -2.16139461450265e+00 7.37701792964051e+00 
183 1.36005663725169e-01 5.86476989673003e+00 -6.06010506027976e-02 -2.60158437378925e+00 1.65015184796570e+01 7.18184389595133e+00 1.77906586953198e+01 2.39796959502993e+01 1.22849218525555e+01 6.41618575813304e+00 2.73581442023065e+01 -2.47168901778733e+00 7.69575149776271e+00 
184 4.02419422789700e-02 5.86385836942166e+00 6.72541597461167e-02 -2.54074487674038e+00 1.63783099195569e+01 7.02055133684871e+00 1.74738462826136e+01 2.33134579589929e+01 1.20121714383236e+01 6.39098917440189e+00 2.72486205125375e+01 -2.33962530545040e+00 7.79843352693561e+00 
185 2.05530955532245e-01 5.71048442467043e+00 2.40608244794395e-01 -2.27091114782128e+00 1.60128238261602e+01 6.77716803780151e+00 1.77329330858330e+01 2.29212743951723e+01 1.22685857961597e+01 6.15016765081779e+00 2.67511451923256e+01 -2.53786337410328e+00 8.10060358064377e+00 
186 1.98051696429483e-01 5.72798181339627e+00 -1.04368090230505e-01 -2.82837370568273e+00 1.66774027784539e+01 6.65826183689966e+00 1.83037566676707e+01 2.32561686636416e+01 1.21035871830889e+01 6.38908179411206e+00 2.64484370982961e+01 -3.09238715936275e+00 7.75449350974352e+00 
187 4.21896360858215e-01 5.85462740677080e+00 -3.51716496697282e-01 -2.15598519844265e+00 1.60651424720653e+01 6.65329425967554e+00 1.80386758654733e+01 2.28172560577785e+01 1.14393360359069e+01 6.24889100097486e+00 2.66593117168708e+01 -2.48365420331929e+00 8.48815626136822e+00 
188 2.29791922357368e-01 5.91341144485491e+00 -1.42496436891133e-01 -2.37043521852981e+00 1.63776949151872e+01 6.91633988187872e+00 1.77148185817003e+01 2.37527670317152e+01 1.19602850035600e+01 6.37241738086216e+00 2.67117413544474e+01 -2.93883053707045e+00 7.93709154193419e+00 
189 4.08810881891085e-01 5.81032593165497e+00 -3.39551959708783e-01 -2.92868931984666e+00 1.66149002673173e+01 6.86689462317995e+00 1.77287641708916e+01 2.33401949441908e+01 1.18892228059518e+01 6.51555094351876e+00 2.65507232837248e+01 -3.33241174562663e+00 7.50494066494920e+00 
190 4.12465984821208e-01 6.06374089669195e+00 -2.66350026419426e-01 -2.65847967592559e+00 1.66516617128640e+01 7.18140065696486e+00 1.77657205837351e+01 2.32881417779794e+01 1.19818042084013e+01 6.62626668540420e+00 2.66022523972673e+01 -2.97811326383285e+00 8.05681940613200e+00 
191 1.12830389768946e-01 5.91963644799225e+00 9.72477851095823e-03 -2.34038246975040e+00 1.65676543182370e+01 6.67289853834133e+00 1.74070242272003e+01 2.29466409483602e+01 1.19787395290600e+01 6.36549922256144e+00 2.67823246701386e+01 -2.86192087116645e+00 8.79077501812874e+00 
192 5.23691790507513e-01 5.97540398434838e+00 -4.32182651200358e-01 -2.65946144824348e+00 1.66800875548338e+01 7.20406611519828e+00 1.75666971225811e+01 2.30685817267679e+01 1.15453791494896e+01 6.55476695351240e+00 2.63971679878804e+01 -2.94604941370214e+00 8.40876629437584e+00 
193 1.39693446830183e-01 5.96018255368142e+00 3.94645562928877e-02 -2.70441552579574e+00 1.61731088519137e+01 7.58685902800594e+00 1.76597560819897e+01 2.27282035718637e+01 1.18552148627804e+01 6.54516591543536e+00 2.63937491701635e+01 -2.02164804349186e+00 8.79054685815996e+00 
194 4.04375923832339e-01 5.46510658667945e+00 -1.17940030463009e-01 -2.52394365228170e+00 1.62559234916319e+01 7.28939421159149e+00 1.76389848324825e+01 2.27273790832569e+01 1.18069617381471e+01 6.02092944772199e+00 2.58216482941083e+01 -2.32716421525294e+00 8.60375724042809e+00 
195 3.20429684679877e-01 5.89238613608188e+00 -2.43930303142000e-01 -2.80584791891934e+00 1.63017753282623e+01 7.09423273688575e+00 1.72948133554731e+01 2.32187028322505e+01 1.20240948099748e+01 6.53088806469571e+00 2.64448305864930e+01 -2.36657411468778e+00 8.10877511067520e+00 
196 5.84835827581310e-01 6.05087506516281e+00 -4.69850390255216e-01 -2.24212470691778e+00 1.65951928076753e+01 7.18689529473009e+00 1.79998528567283e+01 2.25536597188660e+01 1.18812430816930e+01 6.47000553669030e+00 2.66380657378583e+01 -2.40476084175258e+00 8.88288843442667e+00 
197 4.02323964907254e-01 6.15545783214359e+00 -1.58493541023561e-01 -2.22679958594123e+00 1.59873637579010e+01 7.18402010156948e+00 1.74400073328930e+01 2.32588732762895e+01 1.17186117661718e+01 6.54777960241425e+00 2.71780877968283e+01 -2.38232208569340e+00 9.01539754622767e+00 
198 4.09754940265436e-01 6.16869337493272e+00 -1.51975248448983e-01 -1.73339013202950e+00 1.65160535927057e+01 6.79120372912848e+00 1.72376492408230e+01 2.27602637454216e+01 1.25088805332402e+01 6.40940837986605e+00 2.72956801788870e+01 -2.16989754815317e+00 9.22471570477803e+00 
199 3.93871113920193e-01 6.10187983245720e+00 -2.09752353801827e-01 -2.26743787686698e+00 1.64616177490258e+01 7.31814828315022e+00 1.76143284038544e+01 2.28711315342652e+01 1.26126158455015e+01 6.51292622905590e+00 2.72271583477244e+01 -2.47854965709205e+00 8.88669022668055e+00 
200 4.25629844080594e-01 6.12400182370506e+00 -2.32543006443932e-01 -2.27264406582233e+00 1.59495487768621e+01 7.33274875052348e+00 1.76976379713588e+01 2.30310395819853e+01 1.15728869122873e+01 6.53623635102849e+00 2.65558502554242e+01 -2.00736081686867e+00 8.83019957056437e+00 
201 5.82112876529246e-01 6.33635015001096e+00 -2.06639901486809e-01 -2.58219947687602e+00 1.60236136471211e+01 7.03325035428526e+00 1.72483257220484e+01 2.26415062548518e+01 1.19171651850707e+01 6.84542090822830e+00 2.69401120889887e+01 -1.73079838444317e+00 8.30151426402687e+00 
202 5.20924966692017e-01 6.12303885554053e+00 -3.57259781113523e-01 -2.58215143224623e+00 1.62942878330908e+01 7.08441782760056e+00 1.70826665963247e+01 2.32325949281457e+01 1.22331338185514e+01 6.65482872782701e+00 2.65884837174652e+01 -2.18345700881294e+00 8.10879818341946e+00 
203 3.05147919537924e-01 5.90656051570216e+00 -2.24628549022749e-01 -2.71393492805436e+00 1.58339179910490e+01 6.71169222194553e+00 1.71507960019528e+01 2.28346761407365e+01 1.20513208355750e+01 6.50410315911435e+00 2.68779089604015e+01 -2.32839525443376e+00 7.80771989486130e+00 
204 4.86940191657103e-01 5.98220431371526e+00 -3.91363969308281e-01 -2.18643919459847e+00 1.61545607714509e+01 6.54991529905606e+00 1.73427112247652e+01 2.22573503249885e+01 1.19529495191297e+01 6.38125775683623e+00 2.69692205100003e+01 -1.78897169055248e+00 8.37302039806521e+00 
205 3.39507777814161e-01 5.60014796545848e+00 -1.86515949090504e-01 -2.41218391409997e+00 1.67083127351610e+01 6.88857756914066e+00 1.76621319516599e+01 2.29930460139884e+01 1.25069457830283e+01 6.10041610627805e+00 2.61996504792782e+01 -1.90054799291264e+00 8.03929391809655e+00 
206 1.74596796757983e-01 5.79528210290517e+00 -1.03234278597455e-01 -2.62726215324341e+00 1.58833314747845e+01 7.43090952220852e+00 1.75791354870513e+01 2.32832440357041e+01 1.18100263736018e+01 6.36383990923685e+00 2.63318726808669e+01 -1.85674588352891e+00 7.42840923352125e+00 
207 4.74509851518556e-01 5.54115505199858e+00 -3.12210003169088e-01 -2.21656482898581e+00 1.58103553177324e+01 7.61433917650832e+00 1.75686828110783e+01 2.31035270204805e+01 1.18725150076054e+01 5.97620565555312e+00 2.60865244256270e+01 -1.93745779335635e+00 8.13081958426392e+00 
208 1.82417601041083e-01 5.92785162371515e+00 -8.06898340931493e-02 -2.09860069831469e+00 1.60427320645296e+01 7.61936350258240e+00 1.73118098965078e+01 2.32472765568031e+01 1.17627516848085e+01 6.28888389247847e+00 2.64729863274840e+01 -2.02680007461412e+00 8.19454369039123e+00 
209 2.52890350055488e-01 5.97504305082116e+00 -1.33530756129851e-01 -1.88451245919282e+00 1.52013989016288e+01 7.33184225118300e+00 1.73758261512894e+01 2.37265002473606e+01 1.17270438880124e+01 6.26660650837850e+00 2.57961434519712e+01 -1.57280474057489e+00 8.44863842859055e+00 
210 5.35414634651084e-01 6.34277891236383e+00 -6.20324101032921e-02 -2.05090439124491e+00 1.55355379905010e+01 7.05370387612235e+00 1.72119358493818e+01 2.34537641825561e+01 1.19842025051833e+01 6.66640091601594e+00 2.63797306349214e+01 -1.71966941627758e+00 8.34646715693828e+00 
211 1.31015477930337e-01 5.90814469042001e+00 -3.10920791615253e-02 -2.71921278504441e+00 1.59877513192142e+01 6.92398297320710e+00 1.69493776491615e+01 2.38958287911776e+01 1.22004806500003e+01 6.50394177177760e+00 2.62791058116911e+01 -1.95854463476480e+00 7.53740918126065e+00 
212 4.70320936894884e-01 6.18184312631499e+00 -2.35759822879732e-01 -1.85845365321501e+00 1.61546180832517e+01 7.10839493834500e+00 1.78737534980498e+01 2.34739199246804e+01 1.17751254534193e+01 6.45945950630550e+00 2.68948185240197e+01 -1.96990774047683e+00 8.56427858821573e+00 
213 2.44269997217077e-01 5.94813107799117e+00 2.79217225395090e-01 -1.43391595127042e+00 1.63167467594619e+01 7.14008341295238e+00 1.70620107299686e+01 2.42606735426191e+01 1.25908509861872e+01 6.12489514483551e+00 2.64740346860539e+01 -1.87628354361648e+00 9.18617571094745e+00 
214 2.42581237741621e-01 5.82861785960930e+00 -1.73488955823228e-01 -1.82829884825489e+00 1.66037618444438e+01 6.58830631800913e+00 1.67895894496264e+01 2.47944340645992e+01 1.21865356816068e+01 6.11110147597626e+00 2.63919534247259e+01 -2.98068279492843e+00 8.57276055390669e+00 
215 3.03087810856296e-01 6.01215272681677e+00 -1.68300536149444e-01 -2.87906690778406e+00 1.64211648664125e+01 6.61422305960903e+00 1.69299625978709e+01 2.41780361957327e+01 1.26037623140420e+01 6.66808306341003e+00 2.68063167905528e+01 -2.44733036715065e+00 7.93372362452228e+00 
216 2.30831818862408e-01 5.90364346977895e+00 -1.47488731708717e-01 -2.86217803238046e+00 1.60788829486180e+01 7.11912937714072e+00 1.73350083653339e+01 2.42893403319703e+01 1.29517112056496e+01 6.56253169388811e+00 2.63123111782173e+01 -2.75371036427511e+00 8.00890883275116e+00 
217 5.52439101604903e-01 6.09603829491245e+00 -4.11579858997149e-01 -2.73222305859565e+00 1.55398592759014e+01 6.62484864225152e+00 1.75932906695460e+01 2.31024986080945e+01 1.19925066076521e+01 6.69299064061000e+00 2.66127953073608e+01 -3.12047484383756e+00 8.55779518150089e+00 
218 3.58463894359378e-01 6.18088024220030e+00 3.92538733755450e-02 -2.12868621596719e+00 1.63449500473660e+01 6.49604884274176e+00 1.66329873894886e+01 2.37960407083156e+01 1.27884838594688e+01 6.53728739165151e+00 2.64003023330299e+01 -3.53467775646754e+00 8.92779865130094e+00 
219 4.12812804029209e-01 5.65378323087350e+00 -3.07199886023799e-01 -3.31007478305036e+00 1.59894895969161e+01 6.09132306409253e+00 1.71108409793605e+01 2.30872768027528e+01 1.23380381949758e+01 6.55867606007991e+00 2.58897642169894e+01 -3.19943883777206e+00 7.70127767660734e+00 
220 2.28531379212454e-01 5.62647553483201e+00 -4.64850870287949e-02 -2.99935470054859e+00 1.59118012550906e+01 6.13213186535410e+00 1.69615308131176e+01 2.34711809078602e+01 1.22721616565376e+01 6.37616784809514e+00 2.58898465184131e+01 -3.21043429732382e+00 8.09614925975642e+00 
221 2.82824845340310e-01 5.90888616462137e+00 -2.00635562538418e-01 -2.61324582769706e+00 1.62586770552062e+01 5.87471658753171e+00 1.66178046393179e+01 2.38757301117159e+01 1.27989915725325e+01 6.46407333586068e+00 2.62522818950090e+01 -3.57494756855040e+00 8.22398110912082e+00 
222 4.68025594422075e-01 6.27982237104631e+00 -3.56500473871002e-02 -2.69081663035087e+00 1.67330350801329e+01 6.29372744339465e+00 1.61875720968909e+01 2.35166514575761e+01 1.22406349609354e+01 6.83212515078180e+00 2.63086624063240e+01 -3.60876921611203e+00 8.15677488850303e+00 
223 2.41939101448579e-01 5.91316317941161e+00 -1.55731727346586e-01 -2.97299139556178e+00 1.65619270170683e+01 5.87375610966536e+00 1.63173677693342e+01 2.41737732854769e+01 1.23277815720206e+01 6.62030429778995e+00 2.60434867910255e+01 -3.76747343905955e+00 7.58348534970184e+00 
224 9.32071310854737e-02 5.73046612253219e+00 6.72555201154364e-02 -3.31451874969814e+00 1.68693207210324e+01 5.47876386268908e+00 1.62241871070746e+01 2.47789584084720e+01 1.24488020007228e+01 6.62033230499615e+00 2.55777772892650e+01 -3.31802448669282e+00 7.46647313499697e+00 
225 3.91859864973984e-01 5.83952087233532e+00 -3.22497052167430e-01 -3.25740425016219e+00 1.65364345322325e+01 5.47388468271460e+00 1.64641770803497e+01 2.46430135594429e+01 1.23289301920134e+01 6.69437755254895e+00 2.52836504932398e+01 -4.03204440384962e+00 7.28913290059327e+00 
226 2.18685748144676e-01 5.60695194988214e+00 3.96689233327750e-02 -3.14331054618154e+00 1.67124936820791e+01 6.07274289699598e+00 1.63077062913496e+01 2.42194411669835e+01 1.24402367979158e+01 6.42805452539893e+00 2.54802926754266e+01 -3.83450080298728e+00 7.74542907237060e+00 
227 4.62866187131835e-01 5.71949564670824e+00 -3.81952589232007e-01 -2.75400781456549e+00 1.74571914657436e+01 5.99713115168247e+00 1.61692560147926e+01 2.45728669196078e+01 1.23644035478071e+01 6.35948718654447e+00 2.60245189169690e+01 -4.09155796033697e+00 7.99749056143568e+00 
228 4.95256216958471e-01 5.70308363689512e+00 -4.11313534994190e-01 -2.89604049479323e+00 1.71597069092042e+01 5.98301657311557e+00 1.70803752399023e+01 2.38575496126112e+01 1.22843186537584e+01 6.40947676031145e+00 2.54417501866550e+01 -3.83734325577743e+00 8.11682571256351e+00 
229 2.19594175689490e-01 5.84289763589196e+00 -1.49708019308505e-01 -2.92153062095246e+00 1.61697230635446e+01 5.54696936904726e+00 1.63643274767372e+01 2.32545391685973e+01 1.22280328546307e+01 6.53430994395889e+00 2.56984675463952e+01 -3.86595903802033e+00 7.21347549174619e+00 
230 1.81486133025299e-01 5.74044053841796e+00 -9.22420058334251e-02 -2.75687691897355e+00 1.74028294657810e+01 6.28353953023390e+00 1.54283491748838e+01 2.38564863264733e+01 1.30698048409665e+01 6.36879396032888e+00 2.56868374899518e+01 -4.65678037531313e+00 7.52639683426866e+00 
231 3.91918912608243e-01 6.11639058724315e+00 -1.91548139608836e-01 -3.00318943881360e+00 1.69927068589694e+01 6.14348590741008e+00 1.59210545770575e+01 2.32792288754549e+01 1.27687136154425e+01 6.81660262234097e+00 2.58506670436980e+01 -4.50691859319137e+00 7.20097752126002e+00 
232 1.58749213343057e-01 5.82071764440671e+00 2.27763548278514e-01 -2.76277539475707e+00 1.66714035237793e+01 5.86629095749745e+00 1.59086416488504e+01 2.34441801092789e+01 1.20352224613940e+01 6.44713564396679e+00 2.57722140081602e+01 -4.48101916763126e+00 7.39472586994252e+00 
233 1.54621533786663e-01 5.96911017679765e+00 1.21490956974280e-01 -2.53299330678466e+00 1.64263965878357e+01 6.08978952566777e+00 1.64586158805574e+01 2.34292982244621e+01 1.20470113843716e+01 6.48545229321685e+00 2.57007593386348e+01 -3.78011017134518e+00 8.01497534638288e+00 
234 2.08074220244056e-01 5.61558992832232e+00 6.72160207391819e-02 -3.20754847547134e+00 1.75687495984284e+01 6.13442021059194e+00 1.62026282569810e+01 2.38629683177796e+01 1.31437197184546e+01 6.46743654464561e+00 2.50372702171799e+01 -4.21582556790329e+00 7.53353400034280e+00 
235 3.74708396690826e-01 5.49265818126748e+00 -1.06590848377158e-01 -2.92089644020557e+00 1.75460366941925e+01 5.94119743467585e+00 1.63406321921341e+01 2.30252705042391e+01 1.25925633979741e+01 6.22192024375175e+00 2.48916187762523e+01 -4.09491000479777e+00 7.97644000377769e+00 
236 4.62665810927907e-01 6.05682191070827e+00 -3.30575002935598e-01 -2.50809365080937e+00 1.73865365945764e+01 6.24733993370723e+00 1.70090628664074e+01 2.34744066487522e+01 1.19923498158898e+01 6.56390929643547e+00 2.55690906090446e+01 -4.49125013351003e+00 8.53762158763222e+00 
237 6.41331985117369e-01 5.59076751553250e+00 -5.28511479649320e-01 -2.39064211946897e+00 1.79915015333536e+01 5.29583690870500e+00 1.67136734084406e+01 2.30198297058470e+01 1.18795170882902e+01 6.10337411111540e+00 2.52396659075017e+01 -4.54743507572153e+00 8.23982245708538e+00 
238 1.87265182160755e-01 6.01083875947794e+00 7.46017122049334e-02 -2.89654354925444e+00 1.76989692549072e+01 6.23822521408048e+00 1.63888785482637e+01 2.34228772484173e+01 1.25700246147189e+01 6.67275899015045e+00 2.51039111026978e+01 -4.12722722655658e+00 7.32524613453974e+00 
239 1.13768200763873e-01 5.93713908422750e+00 7.70929295777208e-02 -2.65318572410151e+00 1.75869493670104e+01 6.01877828588163e+00 1.66231324481368e+01 2.33928895405812e+01 1.23785382195615e+01 6.50345741216383e+00 2.50160338157504e+01 -4.30178414534035e+00 7.62278445547997e+00 
240 2.39082383193261e-01 5.61786216468035e+00 -5.26516277217776e-02 -2.70309392260045e+00 1.75163527906139e+01 6.08847100788123e+00 1.70647208808931e+01 2.27109652636909e+01 1.19202067537092e+01 6.23457009341047e+00 2.51742871644516e+01 -3.94585704667956e+00 7.72571613915266e+00 
241 4.74700554773063e-01 5.52426526832867e+00 4.37424109608213e-01 -2.91298835959622e+00 1.82670200423361e+01 6.45860590988035e+00 1.61740055209333e+01 2.37709437241196e+01 1.24530197047342e+01 6.26053893763724e+00 2.44477183161446e+01 -4.01699979901306e+00 7.33485503711878e+00 
242 3.80026822130366e-01 5.73837659907224e+00 -3.01293160210061e-01 -2.29817991463240e+00 1.76303561461438e+01 5.98793487608929e+00 1.72285411896096e+01 2.38607084106467e+01 1.17125611597660e+01 6.18881042537167e+00 2.48619499399552e+01 -4.36432174621485e+00 7.88671940410601e+00 
243 2.01591304835944e-02 5.81380851583933e+00 8.66317248261674e-02 -2.06976518467246e+00 1.74144113332505e+01 6.55772322698424e+00 1.69193582663431e+01 2.36349398314499e+01 1.15147446714796e+01 6.17185567186032e+00 2.50516953430231e+01 -3.83077690007380e+00 8.69562049101333e+00 
244 3.04206129459912e-01 6.07609650772271e+00 -1.00708960402415e-01 -2.33502777630950e+00 1.79888181965869e+01 6.95358357440845e+00 1.74027635995455e+01 2.32753829147136e+01 1.20507183602537e+01 6.51010336185243e+00 2.49900963456063e+01 -4.47850752715152e+00 8.45071288339024e+00 
245 4.90867340747928e-01 6.29172902253926e+00 -7.88047490961532e-02 -2.57156979067606e+00 1.79441503070937e+01 7.15001461885361e+00 1.71486501422394e+01 2.43551420668028e+01 1.24301389100416e+01 6.79742859247971e+00 2.52784342098825e+01 -4.28257350261180e+00 8.26908406502320e+00 
246 1.14804563897672e-01 5.93005909880872e+00 1.12151837902550e-01 -2.44922494562615e+00 1.86391082367767e+01 6.73587973653178e+00 1.70407493556954e+01 2.37675529154742e+01 1.21113886474202e+01 6.41692151926346e+00 2.46614952255263e+01 -3.87730114655117e+00 7.58158463313709e+00 
247 3.55674545205675e-01 5.81164406179764e+00 -2.86430113863566e-01 -2.97874091829937e+00 1.86420646212141e+01 6.63007348691963e+00 1.67564872954549e+01 2.40579624961603e+01 1.21088113811344e+01 6.53682999392723e+00 2.51874050162372e+01 -4.21637641293700e+00 7.60460778899242e+00 
248 2.06834754715674e-01 5.73996397007070e+00 2.58187605017935e-01 -3.12846788279364e+00 1.82156859270489e+01 6.66434502145437e+00 1.65052117042916e+01 2.39981124129121e+01 1.26155822023717e+01 6.54225943468815e+00 2.44777378975307e+01 -3.44525633521677e+00 7.00902663011177e+00 
249 1.91432656676852e-01 6.01269555195715e+00 3.88659979835258e-02 -3.04713519622136e+00 1.80165528674211e+01 6.66860504456420e+00 1.64553062605300e+01 2.40811991061516e+01 1.26989710019734e+01 6.74084944724146e+00 2.50667880083422e+01 -3.70980389253933e+00 7.26176140223551e+00 
250 4.22962515594129e-01 6.05186698920991e+00 -2.87072350133469e-01 -3.41397565163284e+00 1.80856785154290e+01 7.00727825807581e+00 1.62127313941385e+01 2.40577865177314e+01 1.23978392359139e+01 6.95433205557814e+00 2.48094006478882e+01 -4.46600118551706e+00 6.97063211436118e+00 
251 3.48048545149302e-01 5.97541624393429e+00 -2.44178294702565e-01 -2.70456950560222e+00 1.77273684957245e+01 7.12522780816997e+00 1.61547409647834e+01 2.36889129500695e+01 1.23749236588380e+01 6.56352942695552e+00 2.51551347929058e+01 -4.51568800748375e+00 7.49731391485074e+00 
252 8.85309294248135e-01 6.64380433842268e+00 -2.64319351827592e-01 -2.76199894005248e+00 1.77737731418466e+01 7.32365516356240e+00 1.57207459754784e+01 2.44373614288793e+01 1.18179077136630e+01 7.19990548214667e+00 2.53722399072594e+01 -4.35906344597741e+00 7.19696671280823e+00 
253 6.56676330928086e-01 6.44972605487000e+00 -1.29100501099523e-01 -2.84485460468903e+00 1.78195485672706e+01 7.26144465791782e+00 1.54190474846875e+01 2.38854164412597e+01 1.21835307284379e+01 7.05044898173680e+00 2.57271681551493e+01 -4.24886970505229e+00 6.80465617570974e+00 
254 3.11149119401475e-01 5.51255654079108e+00 7.45925325086118e-02 -3.25707062306146e+00 1.83631244940121e+01 6.45640010932351e+00 1.56693513812843e+01 2.34572580697202e+01 1.33166476653514e+01 6.40330795018750e+00 2.50017437918018e+01 -3.75223831532188e+00 7.58497071959387e+00 
255 1.94698711436308e-01 5.93113478604883e+00 -9.33035587574029e-02 -3.39763209905743e+00 1.79457003886031e+01 6.91062400338464e+00 1.56272359281353e+01 2.37677126167848e+01 1.24301717416505e+01 6.83600536021591e+00 2.49808971809917e+01 -3.92758936341415e+00 7.00328226549031e+00 
256 2.83321948196362e-01 5.54129697837189e+00 4.57042261357857e-02 -2.88043404845904e+00 1.77704663844522e+01 6.76413039829354e+00 1.56607871113663e+01 2.35501808826272e+01 1.24400484551552e+01 6.24539521458188e+00 2.42058631500309e+01 -3.79018969668880e+00 7.15713639916048e+00 
257 4.81056732252290e-01 5.70773128876583e+00 5.35921612746446e-01 -2.94425410769360e+00 1.82279414323587e+01 7.11782883427309e+00 1.60031141394706e+01 2.43314656979868e+01 1.29511294561492e+01 6.44469089176787e+00 2.46571527403359e+01 -3.34851079161468e+00 7.22155850161063e+00 
258 2.64351175929176e-01 5.57073693281188e+00 1.45940289123600e-01 -3.03489528304301e+00 1.78914160085781e+01 7.01471603628356e+00 1.62759821577081e+01 2.38342786887516e+01 1.30659104830801e+01 6.34547066194624e+00 2.46545122606760e+01 -3.45993276132157e+00 7.21437754362669e+00 
259 3.31689760180220e-01 5.51966207848990e+00 2.01728033540780e-01 -2.51815121069127e+00 1.81381959712415e+01 6.25062633178007e+00 1.64199850518227e+01 2.22481623330637e+01 1.28905858819288e+01 6.07029234717256e+00 2.50357783453504e+01 -3.22404393468781e+00 8.06678602602983e+00 
260 3.05194225677163e-01 5.85374484705328e+00 3.72748933997905e-01 -2.75987974518453e+00 1.77773202876278e+01 6.74980722541316e+00 1.61471414762829e+01 2.32087674764164e+01 1.29708167032513e+01 6.48245375687936e+00 2.56168845728300e+01 -3.15621623666121e+00 8.04342047817349e+00 
261 6.60792478755637e-01 5.30445678616583e+00 -3.39711118463517e-01 -2.27440036318402e+00 1.81947146557979e+01 6.91098143601901e+00 1.64670396715355e+01 2.34911421997639e+01 1.30478197812712e+01 5.78148445058534e+00 2.50406721110470e+01 -4.02811759932559e+00 8.03048187826536e+00 
262 2.81652226300647e-01 5.61910743430612e+00 2.62659206731636e-01 -3.00069062757846e+00 1.78224108489085e+01 6.56362703514930e+00 1.58675885492621e+01 2.34984417143842e+01 1.32435663675937e+01 6.37553938577689e+00 2.51764815932534e+01 -3.26460155978481e+00 7.19743110934951e+00 
263 1.02771563231139e+00 5.02579224283316e+00 -5.78733598603336e-01 -2.52734000024041e+00 1.82086120239781e+01 6.04458216043629e+00 1.61743639528820e+01 2.28659834391146e+01 1.31427040894799e+01 5.65517176777943e+00 2.49704735069826e+01 -4.32657774807800e+00 7.57197027763885e+00 
264 1.07340250385515e+00 5.34603951759769e+00 -8.92246819110157e-01 -2.18477140283466e+00 1.77749009285879e+01 5.94033205066344e+00 1.66634719646928e+01 2.24857976722851e+01 1.25666556628618e+01 5.84375469989736e+00 2.49755401888334e+01 -4.47854202288641e+00 8.29716261329470e+00 
265 1.10738643042871e+00 5.37890940138944e+00 -9.45110843808501e-01 -2.51367476773420e+00 1.83905345093390e+01 6.24754181858412e+00 1.55915180598167e+01 2.32484843276416e+01 1.26432113863264e+01 6.01202642154737e+00 2.52970896122835e+01 -4.65620076284939e+00 7.96948474774797e+00 
266 1.32560298242642e+00 5.18355958025674e+00 -1.09177699695723e+00 -2.37781248976345e+00 1.79856259596604e+01 6.04847187457471e+00 1.61673492864442e+01 2.32376943875584e+01 1.24665989383233e+01 5.80648423485601e+00 2.49761464803726e+01 -4.45966822374641e+00 8.26478637301386e+00 
267 1.02893612570703e+00 5.32425505543843e+00 -8.30573999424532e-01 -2.19451371950992e+00 1.88878583411946e+01 6.01027235572037e+00 1.61914018005012e+01 2.33935071978347e+01 1.25008397912871e+01 5.81837052180410e+00 2.50362837771221e+01 -4.00514329716609e+00 8.24823372920347e+00 
268 9.58624891927259e-01 5.28271143443661e+00 -7.22375239421090e-01 -2.55905342260679e+00 1.85734046116287e+01 5.90232963189010e+00 1.59512642404713e+01 2.24350785591907e+01 1.25139700868880e+01 5.91418806818074e+00 2.50095110218319e+01 -3.67459192738877e+00 8.49969857059577e+00 
269 9.48480005960189e-01 5.29261898117655e+00 -7.16842591024304e-01 -2.39890208134897e+00 1.81953551429975e+01 6.06243851083153e+00 1.64103909300074e+01 2.20367713030381e+01 1.22802434635488e+01 5.85494749559013e+00 2.50436283717465e+01 -3.79318950403972e+00 8.46345456621309e+00 
