frame cylLigand relX relY relZ cyl20 cyl25 cyl30 cyl46 cyl6 distToBindingSiteCOM absX absY absZ
535 6.05934467081569e-01 6.00352118828784e+00 -5.09581956324730e-01 -3.12016680399290e+00 2.00142732891268e+01 6.51943560647592e+00 1.73354024929042e+01 1.79616433412993e+01 1.18333186510181e+01 6.78508521045771e+00 3.04520838522440e+01 -4.41008863782610e-01 8.25611203450469e+00 
536 3.45200125966998e-01 5.80408045849758e+00 -2.75603094557729e-01 -2.25678948196853e+00 2.03792867361349e+01 6.37795214577118e+00 1.77145306705603e+01 1.78820105355079e+01 1.18287510483307e+01 6.23349065936310e+00 3.07954171300130e+01 -1.20246052347370e-01 9.07115092209562e+00 
537 5.53142250795854e-01 6.22305870084049e+00 -3.13638416828523e-01 -2.41723488795230e+00 2.14791222482860e+01 6.42247485699238e+00 1.76405229839438e+01 1.80128564172098e+01 1.21959105556107e+01 6.68340131625739e+00 3.10856801900015e+01 -7.39405225336836e-01 8.75710300196877e+00 
538 4.85041421663929e-01 5.70291092485663e+00 -4.00730510843242e-01 -2.30910754296771e+00 2.10632602113267e+01 5.73098455495641e+00 1.73810351485698e+01 1.75376538217702e+01 1.20412601246055e+01 6.16569181877915e+00 3.08352416352550e+01 -5.48395951153547e-01 8.88571303313732e+00 
539 6.22061311602410e-01 5.66630131761293e+00 -5.32788787378924e-01 -2.56984033682363e+00 2.00642764534586e+01 6.31338463168802e+00 1.79231071392072e+01 1.78320250721433e+01 1.18498337075593e+01 6.24459076887385e+00 3.05280683195258e+01 -2.32384914561689e-01 8.38734253673628e+00 
540 2.89252407674235e-01 5.85628952504954e+00 -2.18364133737699e-01 -2.64382375688933e+00 2.06849657403370e+01 6.02647785674159e+00 1.81673680698361e+01 1.82652390851082e+01 1.23704489479298e+01 6.42912233151621e+00 3.14251900527675e+01 2.36056134211928e-01 8.12669095411334e+00 
541 5.77854112194280e-01 5.90753844975928e+00 -5.02691912413355e-01 -2.36178787783990e+00 2.04878153478991e+01 6.27493739326902e+00 1.78432366958855e+01 1.89040549783614e+01 1.23064923007313e+01 6.38198649905353e+00 3.14869507302050e+01 -3.18689554369615e-01 8.10349959726069e+00 
542 9.65401505038002e-01 5.84925903988297e+00 -8.96020411396176e-01 -2.15765717665651e+00 2.05450918205765e+01 6.43517915329369e+00 1.76289065980087e+01 1.82481668060916e+01 1.19575958924888e+01 6.29858463349256e+00 3.14964954565197e+01 -2.72402491519089e-01 8.66419394954320e+00 
543 5.93164582998059e-01 5.74124611446471e+00 -5.18370425987075e-01 -2.38611940587882e+00 2.04295189541859e+01 6.51658733278672e+00 1.71384936627823e+01 1.78633087488336e+01 1.19388551340898e+01 6.23892464007265e+00 3.17021562525088e+01 -2.97052149147343e-02 8.54886624392168e+00 
544 4.45964215860582e-01 5.88299604504182e+00 -3.72957174144839e-01 -2.34516697625392e+00 2.03940603256157e+01 6.35866474386645e+00 1.77629676052598e+01 1.86577731645468e+01 1.19581060897079e+01 6.34417430925694e+00 3.16395616514479e+01 1.01905976249708e-01 9.15940729571847e+00 
545 3.70350097982258e-01 5.97673656174427e+00 -2.68190700576939e-01 -3.29025800640936e+00 2.05209736702569e+01 6.57990590493639e+00 1.80697478985290e+01 1.84134720385934e+01 1.23536467032353e+01 6.82781838723817e+00 3.16191491031829e+01 7.05755666092173e-01 7.55479334764024e+00 
546 2.53549167103279e-01 6.05478033797342e+00 -3.52119338971168e-02 -2.30584817796322e+00 2.07710936863601e+01 6.41704586867059e+00 1.73527105088790e+01 1.89273545515761e+01 1.23794268259145e+01 6.47908486139938e+00 3.18375368296375e+01 8.19417759882660e-01 8.63529944153882e+00 
547 1.95641611942961e-01 5.64919987232871e+00 -1.95059161232270e-02 -2.65305640030233e+00 2.09810064972027e+01 6.68378760349986e+00 1.72132311508233e+01 1.89127256026204e+01 1.23036541335578e+01 6.24119763678957e+00 3.14002721304379e+01 8.12215380594865e-01 8.38492623012377e+00 
548 5.80171695562225e-01 6.03779996562816e+00 -4.70163083025936e-01 -2.39437286632082e+00 2.03222516081657e+01 6.76659969209000e+00 1.71647029626132e+01 1.80170503493334e+01 1.15816376664918e+01 6.51222720523119e+00 3.19751883131553e+01 9.02173584163365e-01 8.71755616721362e+00 
549 1.75562298423014e-01 5.70151283310887e+00 -5.70660915627471e-02 -2.84867854118375e+00 2.09697679479846e+01 6.46710895449313e+00 1.70972402867212e+01 1.81925873418755e+01 1.18561988201140e+01 6.37381161911082e+00 3.13926391960425e+01 1.00858743087202e+00 8.16432382179388e+00 
550 3.06696144635355e-01 5.64926747289876e+00 -1.83250197962916e-01 -2.78826160684313e+00 2.09614783725608e+01 6.24404583012741e+00 1.65830294901162e+01 1.86791911196583e+01 1.25144447530064e+01 6.30255554545938e+00 3.14377910995838e+01 9.87115450731077e-01 8.18071271676485e+00 
551 2.92114107138907e-01 5.57753784833011e+00 -8.83002532929169e-02 -2.77480416428135e+00 2.04772569836756e+01 6.46965793316288e+00 1.71268315857159e+01 1.83076827445050e+01 1.21821941371104e+01 6.23026994073287e+00 3.13423251130068e+01 1.04053988413241e+00 8.32963601486241e+00 
552 3.94942934520419e-01 5.48475981734458e+00 -1.33761828675640e-01 -2.85104790534984e+00 2.04855714473874e+01 6.51719089657240e+00 1.71225989924133e+01 1.83828637357398e+01 1.17702395121044e+01 6.18295694949982e+00 3.13563471740457e+01 1.35541200790493e+00 8.23415895227945e+00 
553 3.56586725107124e-01 5.58915190166830e+00 -1.99588052576733e-01 -3.01083798315630e+00 2.04513511611342e+01 6.37181563286800e+00 1.81536867298144e+01 1.86181530892977e+01 1.17616301213104e+01 6.35166117889411e+00 3.13352020586262e+01 1.63405824706379e+00 7.98784876866397e+00 
554 2.46175042077092e-01 5.57754985288215e+00 7.48593128150877e-02 -2.52850960585502e+00 2.00516079690868e+01 6.28678884418983e+00 1.72551568603427e+01 1.84038568542392e+01 1.23462174502467e+01 6.12437973226692e+00 3.14923505240499e+01 2.24044776517953e+00 8.52247781478007e+00 
555 5.28762687451501e-01 6.07756013580475e+00 -3.94771727195135e-01 -2.33684343092572e+00 1.98360199090832e+01 6.72339139475107e+00 1.72584254190388e+01 1.88757944846131e+01 1.20298706125584e+01 6.52329817972292e+00 3.17172967276161e+01 1.84046823092102e+00 8.42387542624353e+00 
556 2.75057273360149e-01 5.91403970489323e+00 -1.90741674026951e-01 -2.78803786749260e+00 1.99969749455467e+01 6.71495748090742e+00 1.73207801540224e+01 1.81270862138097e+01 1.18964333325002e+01 6.54105520293453e+00 3.12005796519519e+01 1.74515955638387e+00 8.04121208846394e+00 
557 3.34496967652827e-01 5.73805131977692e+00 -2.54315909664836e-01 -2.56533069141782e+00 2.02136039926502e+01 6.62358042177550e+00 1.74827225690175e+01 1.81131015323181e+01 1.16684105173828e+01 6.29053503977464e+00 3.08833440417180e+01 1.59778899975668e+00 7.92477536548896e+00 
558 2.86718893324340e-01 5.63459092985889e+00 -1.46509086849440e-01 -2.58731508012332e+00 1.88926909988786e+01 6.96172464621655e+00 1.77594219906011e+01 1.82047714809432e+01 1.10886573990373e+01 6.20195768956956e+00 3.05115866559403e+01 2.03095649001682e+00 7.76895132359087e+00 
559 1.91236749011980e-01 5.84989606242392e+00 -1.20386449309156e-01 -2.36118720508923e+00 1.87127996032863e+01 6.51766564362329e+00 1.77136363664535e+01 1.80528837308807e+01 1.11891077499722e+01 6.30959442878996e+00 3.04469836885080e+01 2.06303119208981e+00 8.34764026133100e+00 
560 2.44929710103237e-01 6.00990935620160e+00 -9.00191546660090e-02 -2.41356079094192e+00 1.89060566893350e+01 6.58112831804734e+00 1.74177214867321e+01 1.84044173662294e+01 1.07714352390959e+01 6.47706643547358e+00 3.03698646790323e+01 2.00652295425542e+00 8.48943141658144e+00 
561 3.04790569655852e-01 5.55426488064600e+00 -7.35264870700983e-02 -2.50523397143868e+00 1.88957746389587e+01 6.36961094347354e+00 1.75011982610569e+01 1.80082719381170e+01 1.11127469030924e+01 6.09355903888104e+00 3.03498434581834e+01 2.08229217117151e+00 8.27041763175897e+00 
562 8.47467286758958e-02 5.90010702035604e+00 3.24728175667225e-02 -1.85229588076469e+00 1.90318924996205e+01 6.84833290512742e+00 1.73580494002319e+01 1.73605608099144e+01 1.10573697379033e+01 6.18411815584350e+00 3.03754879450416e+01 2.06165994874296e+00 8.64428649631707e+00 
563 3.36741979188617e-01 5.87064617815920e+00 -2.64405759052265e-01 -2.45201410218992e+00 1.98972968264196e+01 6.81278311454250e+00 1.78497545798070e+01 1.79452496430378e+01 1.09032166372865e+01 6.36763457744659e+00 3.09520612534621e+01 1.93849163266027e+00 7.84008614968402e+00 
564 4.91607964393041e-01 5.79164786237168e+00 -4.21523305024554e-01 -2.33300324605051e+00 1.96060128492248e+01 6.21029995210094e+00 1.78561774889281e+01 1.81042182543409e+01 1.07303732366234e+01 6.25809643617574e+00 3.03173914245393e+01 1.69010654629140e+00 8.25703943138053e+00 
565 5.39054293305368e-01 5.86089132104968e+00 -4.68725211907647e-01 -2.42286811284057e+00 1.93504680155453e+01 6.09027708346405e+00 1.77433524460527e+01 1.79066024808600e+01 1.12417515887273e+01 6.35924840634904e+00 3.05882287266191e+01 1.68109237577934e+00 8.00380896209938e+00 
566 5.08668782933245e-01 5.65580736528827e+00 -4.11136266290941e-01 -2.93386936421276e+00 1.95860033041125e+01 6.23872178151081e+00 1.78251604881615e+01 1.72151436645308e+01 1.14196192380935e+01 6.38473017667739e+00 3.05914735682254e+01 1.79157374783858e+00 7.15100457350550e+00 
567 6.75063122496410e-01 5.83167102576573e+00 -6.05974007787264e-01 -3.26862960352182e+00 2.02822948302427e+01 6.51543075191576e+00 1.76304444466641e+01 1.77659831638825e+01 1.18770463312707e+01 6.71263963995450e+00 3.07362748456829e+01 1.51855023349323e+00 7.20626831661790e+00 
568 8.37463094623262e-01 5.59801469296697e+00 -7.37451102574597e-01 -2.28518614643806e+00 2.05557415033259e+01 7.07416175249454e+00 1.79327519400401e+01 1.74561794594373e+01 1.15313842310366e+01 6.09127887682340e+00 3.07135101367596e+01 1.23888696391146e+00 7.95899620939658e+00 
569 7.21810209174688e-01 5.57690666561127e+00 -6.09283370024769e-01 -2.20776439758251e+00 2.04597441840176e+01 6.58670273211488e+00 1.76838154839473e+01 1.83103920843554e+01 1.16470116375882e+01 6.02887533601094e+00 3.06421658227907e+01 1.06460153975901e+00 8.47218949463608e+00 
570 7.28087262038195e-01 5.57312635997924e+00 -6.14585477556341e-01 -1.99480878046033e+00 2.01980654943953e+01 6.51982398645974e+00 1.81851340095694e+01 1.97968539742104e+01 1.15772755744137e+01 5.95119440147271e+00 3.02732875609856e+01 6.62569045638678e-01 8.96675724289668e+00 
571 1.09288384355976e+00 5.36895667382218e+00 -9.24761007536008e-01 -2.59672019253488e+00 2.00872952251881e+01 6.41418511866674e+00 1.85881780444603e+01 1.96570198525445e+01 1.15862681615722e+01 6.03521618873401e+00 3.01147001760591e+01 5.53059021918550e-01 8.36751963803357e+00 
572 5.80205184554824e-01 5.59606297960134e+00 -4.64661950958803e-01 -2.66334515722647e+00 2.01249958616947e+01 6.25307653358551e+00 1.83569272624733e+01 1.95892655592423e+01 1.16701895586799e+01 6.21492067743870e+00 3.05814182358661e+01 7.96487358976412e-01 8.20520932980913e+00 
573 6.17071520941236e-01 5.50324693125263e+00 -4.58324753458621e-01 -2.79342842348700e+00 1.97803920026457e+01 6.20185256596815e+00 1.79976726068076e+01 1.79106038270018e+01 1.16440393549763e+01 6.18862106798595e+00 3.05466807741124e+01 8.26393467610426e-01 8.08623916765180e+00 
574 6.11951801864605e-01 5.38387434064912e+00 -3.56489871178206e-01 -2.45431096516426e+00 1.98794098729681e+01 6.13989052067500e+00 1.77617387957020e+01 1.79228513090109e+01 1.20594826513699e+01 5.92763277016029e+00 3.00357292209286e+01 8.73785653171576e-01 8.79232338852416e+00 
575 1.03061052121166e+00 5.64521607098619e+00 -9.46003878319169e-01 -2.60125992934881e+00 1.95214091719449e+01 5.89469351156695e+00 1.76305506585466e+01 1.84196208664583e+01 1.13263336737328e+01 6.28728407549329e+00 3.00512813491617e+01 4.54728645554191e-01 8.19088194913985e+00 
576 8.87192985039400e-01 5.60225502269449e+00 -7.90081820721913e-01 -2.64883176790031e+00 2.03634780099732e+01 6.36067751154994e+00 1.76501844099620e+01 1.88240615036973e+01 1.16296741051955e+01 6.24706333867192e+00 3.00981604312745e+01 1.09626315301421e+00 8.43122280162086e+00 
577 9.77565208478456e-01 5.34639445122045e+00 -7.84102661127026e-01 -2.57855352303756e+00 2.00264965091199e+01 6.30840204404479e+00 1.78986231431505e+01 1.86734873782058e+01 1.18748874422219e+01 5.98729395323102e+00 2.96622517548873e+01 6.82621432863585e-01 8.51180026189355e+00 
578 7.91672696590682e-01 5.71759057092164e+00 -7.15493840781274e-01 -2.57730897404101e+00 1.99236982492285e+01 6.47557735565403e+00 1.75391701639712e+01 1.86107685189497e+01 1.23879666052971e+01 6.31231296123381e+00 2.99873672528993e+01 1.15001675642341e+00 8.39200563339899e+00 
579 1.15866630641254e+00 5.69065450354331e+00 -1.08196592703717e+00 -2.63189707498097e+00 1.96401446603605e+01 6.77662217523235e+00 1.78966658026113e+01 1.81489986118497e+01 1.12932896698777e+01 6.36247445254286e+00 2.98482280497393e+01 1.30032877881395e+00 8.16193361788935e+00 
580 7.56895771942037e-01 5.51793363059153e+00 -6.23363663299447e-01 -2.59111625840577e+00 1.95296440453480e+01 6.35425717720392e+00 1.77470221315168e+01 1.90496630621943e+01 1.16869938846930e+01 6.12781015313871e+00 2.93619265369648e+01 1.35801317583984e+00 8.10420815360230e+00 
581 1.07361923086353e+00 5.35952947281940e+00 -8.99072452185981e-01 -2.24645397820377e+00 1.96459852636130e+01 6.38837086450184e+00 1.78090633416359e+01 1.80408134268841e+01 1.16340551048686e+01 5.88042880413385e+00 2.94238536962596e+01 9.42127229489031e-01 8.48715896286369e+00 
582 7.59374795217542e-01 5.91271911640131e+00 -6.85092317975113e-01 -2.56617603155285e+00 1.91899700419886e+01 6.78971321996108e+00 1.77141547421440e+01 1.84884732339112e+01 1.12183156951416e+01 6.48188693657351e+00 2.97016967917132e+01 1.27053174076611e+00 8.80749490182964e+00 
583 8.29791284904350e-01 5.53979844038714e+00 -7.10688152112543e-01 -2.53607122264964e+00 1.92768874654972e+01 6.36609836675007e+00 1.75457769442654e+01 1.80814612736108e+01 1.18628660439510e+01 6.13401187283009e+00 2.92485208385935e+01 1.13771306177710e+00 8.83515104701629e+00 
584 5.54761312017888e-01 5.82802525391911e+00 -4.85702573425520e-01 -2.53834520170158e+00 1.95801881914369e+01 6.12119931258128e+00 1.84505297875004e+01 1.83209014252101e+01 1.19792802185988e+01 6.37534169383513e+00 3.00401653073362e+01 1.27714567847348e+00 9.01598329997997e+00 
585 1.08046822618360e+00 5.59360527600597e+00 -9.86651692571738e-01 -2.51894210061980e+00 1.94331963636021e+01 6.64388123644531e+00 1.91741352460544e+01 1.73832678670405e+01 1.14649842960913e+01 6.21345080068164e+00 2.95388606841812e+01 1.35313635085811e+00 8.91726332662524e+00 
586 1.17053094308971e+00 5.41138987609477e+00 -1.02648537900143e+00 -1.88069837354280e+00 1.94740148995116e+01 6.03969378535950e+00 1.84152813116500e+01 1.78830304969932e+01 1.15723797387209e+01 5.82012362382889e+00 2.93518246416292e+01 1.00188877253151e+00 9.07147902378590e+00 
587 9.88928982474871e-01 5.71842272714403e+00 -9.14272486087305e-01 -2.46740060871578e+00 1.96168141804409e+01 6.02363930116617e+00 1.82815983339720e+01 1.81740387062758e+01 1.21651391535494e+01 6.29478501849146e+00 2.96651783105723e+01 1.20212932672398e+00 8.60367340654040e+00 
588 1.10586247419712e+00 5.41709209915955e+00 -9.59373505370882e-01 -2.12191326541464e+00 1.94631245393229e+01 5.90813921082746e+00 1.79297036609215e+01 1.93182248662571e+01 1.23823336707406e+01 5.89642266459308e+00 2.96225967034812e+01 9.99562608695344e-01 9.05780113112245e+00 
589 6.58606945715271e-01 5.71774386817268e+00 -5.80993619037228e-01 -1.94387914402929e+00 1.89589162352306e+01 6.36234284917962e+00 1.85204731805601e+01 1.88625443288289e+01 1.07688015357121e+01 6.06702683807978e+00 2.97470606122989e+01 1.50477187136031e+00 9.68204981807212e+00 
590 8.84504576472793e-01 5.58912685235809e+00 -7.83803328616099e-01 -2.53131682108559e+00 1.89761614539638e+01 5.74637877719253e+00 1.79783132743391e+01 1.86904471132733e+01 1.13792792407073e+01 6.18548716581085e+00 2.95844417746738e+01 1.22110532772390e+00 8.88238333838197e+00 
591 5.57256388308436e-01 5.87415849693493e+00 -4.85921703399759e-01 -2.45403656662111e+00 1.90717919331280e+01 6.31659690973191e+00 1.80708956928686e+01 1.83145011174062e+01 1.09867817146868e+01 6.38468115251351e+00 2.94278985596315e+01 1.32428553874955e+00 8.75129506326922e+00 
592 8.53664283034220e-01 5.61213143851792e+00 -7.58001396830900e-01 -2.39493193643479e+00 1.92113481164693e+01 6.32657730653041e+00 1.81835145357488e+01 1.86369938547114e+01 1.11084668002292e+01 6.14868151565473e+00 2.91505755845794e+01 1.44540590799582e+00 9.34418982179406e+00 
593 1.03793587746097e+00 5.69078695661839e+00 -9.60354729230239e-01 -1.85679665614613e+00 1.88794404568200e+01 6.33977150254942e+00 1.83631284237842e+01 1.89073676123220e+01 1.07496481675345e+01 6.06259277981362e+00 2.94928232183037e+01 1.17226342008779e+00 9.88224995926332e+00 
594 7.78473452499663e-01 5.81088835159138e+00 -7.09327209337905e-01 -1.84005547696615e+00 1.91991036647229e+01 6.46443611705042e+00 1.83860763876774e+01 1.91604774188328e+01 1.11838995174822e+01 6.13639737002751e+00 2.98969857997929e+01 1.24334690169028e+00 9.77037650354650e+00 
595 1.16037971971228e+00 5.30935451835991e+00 -9.71138708305191e-01 -2.32492891379510e+00 1.91598377696163e+01 5.96650537818270e+00 1.88168879088626e+01 1.84448795270105e+01 1.16277808600526e+01 5.87687419012845e+00 2.88509414144980e+01 1.33315056031176e+00 9.05726045344962e+00 
596 1.04414360742985e+00 5.58032750405299e+00 -9.46353487000747e-01 -2.37427445724607e+00 1.85958622925663e+01 6.09935581711341e+00 1.89094492550226e+01 1.81089022535298e+01 1.11923740393035e+01 6.13781876346800e+00 2.89728762613472e+01 1.33650766846505e+00 9.45617393396414e+00 
597 8.71641754239682e-01 5.52192493259239e+00 -7.48710033876235e-01 -2.70376067546863e+00 1.90689355795914e+01 5.92692673243277e+00 1.88478685423998e+01 1.82446400480513e+01 1.10249694745600e+01 6.19375035549730e+00 2.84940093434205e+01 1.68083126624051e+00 8.54012536402863e+00 
598 9.91064288728585e-01 5.37230528904874e+00 -8.13279742078219e-01 -2.74487633479426e+00 1.85502819525059e+01 5.73185469293530e+00 1.90201079646737e+01 1.80761683480768e+01 1.06259429993656e+01 6.08748175774922e+00 2.88939171399546e+01 1.51177740679773e+00 8.53946856434619e+00 
599 1.00521776596175e+00 5.49680799745691e+00 -8.81554620729689e-01 -2.24339153670458e+00 1.92327163058811e+01 6.04465212458103e+00 1.83768826241387e+01 1.85981360659925e+01 1.10324480739955e+01 6.00206983441494e+00 2.91203488904225e+01 1.26174299383742e+00 8.85139270216492e+00 
600 1.06990265198291e+00 5.82872458093912e+00 -1.00084911308447e+00 -1.83425294402467e+00 1.89665820242732e+01 6.49385935341829e+00 1.91732071950695e+01 1.82138890858215e+01 1.09127339020039e+01 6.19194743600663e+00 2.89735876476375e+01 1.01829193416778e+00 9.17595219994337e+00 
601 1.05512811035771e+00 5.59864435848960e+00 -9.61814919774944e-01 -1.94143269230724e+00 1.84544699674599e+01 6.25788840681165e+00 1.84635682265583e+01 1.82717897513457e+01 1.06534088284224e+01 6.00325474151385e+00 2.83617359541989e+01 7.93330548219841e-01 9.35461274982967e+00 
602 1.07664747512331e+00 5.55884095342577e+00 -9.74530554293973e-01 -2.73110109099093e+00 1.91325667104606e+01 6.29286862313279e+00 1.78621806921608e+01 1.83566373375494e+01 1.14374521211561e+01 6.26971576037925e+00 2.85967442290689e+01 1.08739351037392e+00 8.54750673160785e+00 
603 1.07535275001549e+00 5.78032981043537e+00 -1.00543804569650e+00 -2.26160963971206e+00 1.85493401761911e+01 6.56000069724019e+00 1.89432688937039e+01 1.81827192667693e+01 1.08046360511015e+01 6.28792466109290e+00 2.89408179666482e+01 1.72768699308635e+00 9.57833353026630e+00 
604 8.87286650806066e-01 5.37296470824554e+00 -6.95258691306791e-01 -2.02124921291373e+00 1.90279606033101e+01 6.09013184583134e+00 1.82739800497900e+01 1.78150669080020e+01 1.11459595099318e+01 5.78252391128597e+00 2.85639204632851e+01 1.73848571933442e+00 9.79190819645850e+00 
605 9.75877039100761e-01 5.15732562667815e+00 -6.43937878446082e-01 -2.00783947340702e+00 1.94175769481891e+01 5.77457144560672e+00 1.82668872179433e+01 1.73383287862584e+01 1.14179383211697e+01 5.57172172329705e+00 2.85612023363067e+01 1.82724697294083e+00 9.79682947308183e+00 
606 9.26169024612165e-01 5.49199298997743e+00 -7.95706185073055e-01 -2.27569205467869e+00 1.94930515691299e+01 6.08278011845792e+00 1.81660046228309e+01 1.73901925436240e+01 1.14318535223492e+01 5.99782541115132e+00 2.89790642407173e+01 1.88704619317540e+00 9.21084067328460e+00 
607 8.18328920396471e-01 5.46957644050291e+00 -6.68718446471617e-01 -2.77806067793024e+00 1.92657863733765e+01 6.06074055461596e+00 1.86127573109746e+01 1.77735960450073e+01 1.13943767210808e+01 6.17098630118542e+00 2.86429427789259e+01 2.37736446835059e+00 8.88049382789022e+00 
608 9.75971731306736e-01 5.42208927012334e+00 -8.20489168034559e-01 -2.54147456794783e+00 1.96020293008247e+01 5.80267616031760e+00 1.87197675869497e+01 1.71242026862766e+01 1.17589530612464e+01 6.04411676819486e+00 2.87048665980354e+01 2.42340829587170e+00 9.32936321683197e+00 
609 4.94734765205127e-01 5.64672696378534e+00 -3.92974217694077e-01 -2.40624229632611e+00 1.94246953898512e+01 5.96403847355474e+00 1.87944927873324e+01 1.82849125883719e+01 1.18947084679489e+01 6.15060615939124e+00 2.89893668835972e+01 3.06618918922777e+00 9.35130153131246e+00 
610 9.28588230113187e-01 5.33646860743507e+00 -7.21480072012995e-01 -3.40839943716173e+00 1.94176247220268e+01 5.53512529523646e+00 1.83568176832042e+01 1.81453310656630e+01 1.14445715367688e+01 6.37303831901992e+00 2.86901046065902e+01 3.18121350327276e+00 8.41721523115731e+00 
611 7.66516749008374e-01 5.41693224111845e+00 -5.80668860618384e-01 -3.06374419002882e+00 1.90535739150671e+01 5.29708475716859e+00 1.83372493983364e+01 1.71431801834799e+01 1.11457861629761e+01 6.25034876566866e+00 2.91053433908450e+01 2.81483594175606e+00 8.76157822889384e+00 
612 9.19902809080831e-01 5.43925655689494e+00 -7.66696546476974e-01 -2.95073761037373e+00 1.85359999352683e+01 5.75122050779267e+00 1.78643361735580e+01 1.80444019891421e+01 1.13006200868302e+01 6.23539797698418e+00 2.91256470728971e+01 2.30249701626853e+00 8.66294315035742e+00 
613 8.75495467333598e-01 5.64089447172560e+00 -7.87165500912389e-01 -2.62659376822731e+00 1.93736635055312e+01 5.85283005912553e+00 1.80467367234944e+01 1.74425139883833e+01 1.11681523622515e+01 6.27202637034170e+00 2.88496956301344e+01 1.84943971104704e+00 9.02055599673823e+00 
614 6.59488170385675e-01 5.68533733552916e+00 -5.75778251472373e-01 -2.72999973655167e+00 1.91285649792388e+01 5.96459305506234e+00 1.81991424416570e+01 1.79768533002047e+01 1.11506791056062e+01 6.33304664243068e+00 2.89798644695920e+01 2.44038522556756e+00 9.01029972827472e+00 
615 5.27133225701502e-01 5.56790782752378e+00 -3.91894728987933e-01 -2.64521982704449e+00 1.89352855485365e+01 6.01974372826452e+00 1.78683819026710e+01 1.79711088158347e+01 1.10758966154160e+01 6.17676023395748e+00 2.92774569190373e+01 2.88360414882548e+00 8.82287989511986e+00 
616 8.24312679196553e-01 5.55454604975118e+00 -7.10106175330463e-01 -2.73288533602793e+00 1.89104244641608e+01 5.47083317916748e+00 1.83248389273081e+01 1.77172579085339e+01 1.17252179500237e+01 6.23104283879716e+00 2.91579763290497e+01 2.50795554135636e+00 9.03632346483656e+00 
617 7.88217840971989e-01 5.51965276571151e+00 -6.58192481779865e-01 -2.79287130296075e+00 1.91030509621778e+01 5.49046729226275e+00 1.79793101334485e+01 1.81274265763896e+01 1.17226689992046e+01 6.22092550284923e+00 2.94840823391340e+01 2.48488952456198e+00 8.71390315067444e+00 
618 8.83115542578836e-01 5.66849251202299e+00 -8.00336008175056e-01 -2.77091748222634e+00 1.88907907171466e+01 5.75504865564825e+00 1.79077168042072e+01 1.77549459145533e+01 1.12602865893061e+01 6.36005729362164e+00 2.92601958793332e+01 2.59328045125426e+00 8.86101415624801e+00 
619 1.03914868370907e+00 5.47894522726066e+00 -9.11266771673308e-01 -2.75184402296953e+00 1.91654015041038e+01 5.80639591023482e+00 1.78276304237778e+01 1.84598509592638e+01 1.20106190647504e+01 6.19853962310731e+00 2.93088064250352e+01 2.20817376642263e+00 9.14426973445822e+00 
620 7.61308196557323e-01 5.59086606791501e+00 -6.55802554757496e-01 -2.49157485289598e+00 1.89091304906239e+01 6.07830046053653e+00 1.75751173664081e+01 1.75916523802790e+01 1.14566800754201e+01 6.15595692218307e+00 2.95199464058171e+01 2.66967542832136e+00 9.41576970036122e+00 
621 1.07331511286569e+00 5.20210294070384e+00 -8.05988152506805e-01 -2.81598156252520e+00 1.91347076029702e+01 6.00739628566164e+00 1.76466784240741e+01 1.76328676595620e+01 1.13892487598135e+01 5.97002881635782e+00 2.85198421785138e+01 2.52659872290242e+00 8.94789785945195e+00 
622 5.77791970127070e-01 5.50287988017418e+00 -4.11527037661568e-01 -2.46970598906603e+00 1.83086226555124e+01 6.04092659511926e+00 1.76116787393361e+01 1.73594792013646e+01 1.10734196351935e+01 6.04570005464883e+00 2.86262532848505e+01 3.22564270411512e+00 9.21768502779241e+00 
623 7.46368846768877e-01 5.50117077951543e+00 -6.04062951267897e-01 -2.48529346075727e+00 1.89298110275016e+01 6.38662895532244e+00 1.79389228533684e+01 1.82122349483340e+01 1.15046163535878e+01 6.06666758447929e+00 2.87555084358301e+01 3.13046778712374e+00 9.05182663731603e+00 
624 7.16642133135200e-01 5.53110390176484e+00 -5.85167251697673e-01 -2.37592881486590e+00 1.85223260379076e+01 6.29581463308811e+00 1.72263999604361e+01 1.84176705018376e+01 1.09571268190569e+01 6.04818723403036e+00 2.87496987162709e+01 3.90655915469741e+00 8.99443677961452e+00 
625 4.73627486003145e-01 5.50631241080352e+00 -2.82549070400533e-01 -2.03308918667173e+00 1.92561346348937e+01 6.09826158285517e+00 1.73368695371472e+01 1.81603426591800e+01 1.18278489693369e+01 5.87645828569510e+00 2.87313698750713e+01 3.56314004252855e+00 9.33753838106765e+00 
626 6.78738631311567e-01 5.37957728400340e+00 -4.44261592236948e-01 -2.55729101848532e+00 1.92969223524212e+01 5.69741270535857e+00 1.78992211230499e+01 1.80760448147619e+01 1.19775096608109e+01 5.97301912521029e+00 2.88574627428771e+01 3.31879537399968e+00 8.86008808593649e+00 
627 5.83376374570740e-01 5.57917031293952e+00 -4.60632587594910e-01 -2.67146777369463e+00 1.85702210382225e+01 5.79692878650387e+00 1.77941828705383e+01 1.77098838763145e+01 1.13774199212114e+01 6.20290769135161e+00 2.93819155835386e+01 3.44931446470154e+00 9.27362580099254e+00 
628 8.52598927465581e-01 5.62410006571257e+00 -7.59874809782340e-01 -2.56610457261756e+00 1.89036378977180e+01 6.09415377885065e+00 1.85784265300077e+01 1.83302678125718e+01 1.14389672815388e+01 6.22838694633679e+00 2.88483501685193e+01 3.28904112442061e+00 9.32789310367010e+00 
